trtid,species_id,variable,value,comments,cite_id,username,dt
395,Phalacrocorax bransfieldensis,hatchling type,A,,citation311,grant,17/07/2016
396,Phalacrocorax georgianus,hatchling type,A,,citation311,grant,17/07/2016
397,Phalacrocorax aristotelis,hatchling type,A,,citation311,grant,17/07/2016
398,Phalacrocorax atriceps,hatchling type,A,,citation311,grant,17/07/2016
399,Phalacrocorax auritus,hatchling type,A,,citation311,grant,17/07/2016
400,Phalacrocorax bougainvilliorum,hatchling type,A,,citation311,grant,17/07/2016
401,Phalacrocorax brasilianus,hatchling type,A,,citation311,grant,17/07/2016
402,Phalacrocorax campbelli,hatchling type,A,,citation311,grant,17/07/2016
403,Phalacrocorax capensis,hatchling type,A,,citation311,grant,17/07/2016
404,Phalacrocorax capillatus,hatchling type,A,,citation311,grant,17/07/2016
405,Phalacrocorax carbo,hatchling type,A,,citation311,grant,17/07/2016
406,Phalacrocorax carunculatus,hatchling type,A,,citation311,grant,17/07/2016
407,Phalacrocorax chalconotus,hatchling type,A,,citation311,grant,17/07/2016
408,Phalacrocorax colensoi,hatchling type,A,,citation311,grant,17/07/2016
409,Phalacrocorax featherstoni,hatchling type,A,,citation311,grant,17/07/2016
410,Phalacrocorax fuscescens,hatchling type,A,,citation311,grant,17/07/2016
411,Phalacrocorax fuscicollis,hatchling type,A,,citation311,grant,17/07/2016
412,Phalacrocorax gaimardi,hatchling type,A,,citation311,grant,17/07/2016
413,Phalacrocorax harrisi,hatchling type,A,,citation311,grant,17/07/2016
414,Phalacrocorax magellanicus,hatchling type,A,,citation311,grant,17/07/2016
415,Phalacrocorax neglectus,hatchling type,A,,citation311,grant,17/07/2016
416,Phalacrocorax nigrogularis,hatchling type,,,citation311,grant,17/07/2016
417,Phalacrocorax onslowi,hatchling type,A,,citation311,grant,17/07/2016
418,Phalacrocorax pelagicus,hatchling type,A,,citation311,grant,17/07/2016
419,Phalacrocorax penicillatus,hatchling type,A,,citation311,grant,17/07/2016
420,Phalacrocorax perspicillatus,hatchling type,,,citation311,grant,17/07/2016
421,Phalacrocorax punctatus,hatchling type,A,,citation311,grant,17/07/2016
422,Phalacrocorax ranfurlyi,hatchling type,A,,citation311,grant,17/07/2016
423,Phalacrocorax sulcirostris,hatchling type,A,,citation311,grant,17/07/2016
424,Phalacrocorax urile,hatchling type,A,,citation311,grant,17/07/2016
425,Phalacrocorax varius,hatchling type,A,,citation311,grant,17/07/2016
426,Phalacrocorax verrucosus,hatchling type,A,,citation311,grant,17/07/2016
427,Pluvianellus socialis,hatchling type,,,citation311,grant,17/07/2016
428,Pluvianus aegyptius,hatchling type,,,citation311,grant,17/07/2016
429,Aphrodroma brevirostris,hatchling type,SP,,citation311,grant,17/07/2016
430,Ardenna bulleri,hatchling type,SP,,citation311,grant,17/07/2016
431,Ardenna carneipes,hatchling type,SP,,citation311,grant,17/07/2016
432,Ardenna creatopus,hatchling type,SP,,citation311,grant,17/07/2016
433,Ardenna gravis,hatchling type,SP,,citation311,grant,17/07/2016
434,Ardenna grisea,hatchling type,SP,,citation311,grant,17/07/2016
435,Ardenna pacifica,hatchling type,SP,,citation311,grant,17/07/2016
436,Ardenna tenuirostris,hatchling type,SP,,citation311,grant,17/07/2016
437,Bulweria bifax,hatchling type,,,citation311,grant,17/07/2016
438,Bulweria bulwerii,hatchling type,SP,,citation311,grant,17/07/2016
439,Bulweria fallax,hatchling type,SP,,citation311,grant,17/07/2016
440,Calonectris borealis,hatchling type,SP,,citation311,grant,17/07/2016
441,Calonectris diomedea,hatchling type,SP,,citation311,grant,17/07/2016
442,Calonectris edwardsii,hatchling type,SP,,citation311,grant,17/07/2016
443,Calonectris leucomelas,hatchling type,SP,,citation311,grant,17/07/2016
444,Daption capense,hatchling type,SP,,citation311,grant,17/07/2016
445,Fulmarus glacialis,hatchling type,SP,,citation311,grant,17/07/2016
446,Fulmarus glacialoides,hatchling type,SP,,citation311,grant,17/07/2016
447,Halobaena caerulea,hatchling type,SP,,citation311,grant,17/07/2016
448,Macronectes giganteus,hatchling type,SP,,citation311,grant,17/07/2016
449,Macronectes halli,hatchling type,SP,,citation311,grant,17/07/2016
450,Pachyptila belcheri,hatchling type,SP,,citation311,grant,17/07/2016
451,Pachyptila crassirostris,hatchling type,SP,,citation311,grant,17/07/2016
452,Pachyptila desolata,hatchling type,SP,,citation311,grant,17/07/2016
453,Pachyptila salvini,hatchling type,SP,,citation311,grant,17/07/2016
454,Pachyptila turtur,hatchling type,SP,,citation311,grant,17/07/2016
455,Pachyptila vittata,hatchling type,SP,,citation311,grant,17/07/2016
456,Pagodroma nivea,hatchling type,SP,,citation311,grant,17/07/2016
457,Pelecanoides garnotii,hatchling type,SP,,citation311,grant,17/07/2016
458,Pelecanoides georgicus,hatchling type,SP,,citation311,grant,17/07/2016
459,Pelecanoides magellani,hatchling type,SP,,citation311,grant,17/07/2016
460,Pelecanoides urinatrix,hatchling type,SP,,citation311,grant,17/07/2016
461,Pelecanoides urinatrix exsul,hatchling type,SP,,citation311,grant,17/07/2016
462,Procellaria aequinoctialis,hatchling type,SP,,citation311,grant,17/07/2016
463,Procellaria cinerea,hatchling type,SP,,citation311,grant,17/07/2016
464,Procellaria conspicillata,hatchling type,SP,,citation311,grant,17/07/2016
465,Procellaria parkinsoni,hatchling type,SP,,citation311,grant,17/07/2016
466,Procellaria westlandica,hatchling type,SP,,citation311,grant,17/07/2016
467,Pseudobulweria aterrima,hatchling type,SP,,citation311,grant,17/07/2016
468,Pseudobulweria becki,hatchling type,SP,,citation311,grant,17/07/2016
469,Pseudobulweria macgillivrayi,hatchling type,SP,,citation311,grant,17/07/2016
470,Pseudobulweria rostrata,hatchling type,SP,,citation311,grant,17/07/2016
471,Pterdroma occulta,hatchling type,SP,,citation311,grant,17/07/2016
472,Pterodroma alba,hatchling type,SP,,citation311,grant,17/07/2016
473,Pterodroma arminjoniana,hatchling type,SP,,citation311,grant,17/07/2016
474,Pterodroma atrata,hatchling type,SP,,citation311,grant,17/07/2016
475,Pterodroma axillaris,hatchling type,SP,,citation311,grant,17/07/2016
476,Pterodroma baraui,hatchling type,SP,,citation311,grant,17/07/2016
477,Pterodroma brevipes,hatchling type,SP,,citation311,grant,17/07/2016
478,Pterodroma cahow,hatchling type,SP,,citation311,grant,17/07/2016
479,Pterodroma caribbaea,hatchling type,SP,,citation311,grant,17/07/2016
480,Pterodroma cervicalis,hatchling type,SP,,citation311,grant,17/07/2016
481,Pterodroma cookii,hatchling type,SP,,citation311,grant,17/07/2016
482,Pterodroma defilippiana,hatchling type,SP,,citation311,grant,17/07/2016
483,Pterodroma deserta,hatchling type,,,citation311,grant,17/07/2016
484,Pterodroma externa,hatchling type,SP,,citation311,grant,17/07/2016
485,Pterodroma feae,hatchling type,SP,,citation311,grant,17/07/2016
486,Pterodroma gouldi,hatchling type,,,citation311,grant,17/07/2016
487,Pterodroma hasitata,hatchling type,SP,,citation311,grant,17/07/2016
488,Pterodroma heraldica,hatchling type,SP,,citation311,grant,17/07/2016
489,Pterodroma hypoleuca,hatchling type,SP,,citation311,grant,17/07/2016
490,Pterodroma incerta,hatchling type,SP,,citation311,grant,17/07/2016
491,Pterodroma inexpectata,hatchling type,SP,,citation311,grant,17/07/2016
492,Pterodroma lessonii,hatchling type,SP,,citation311,grant,17/07/2016
493,Pterodroma leucoptera,hatchling type,SP,,citation311,grant,17/07/2016
494,Pterodroma longirostris,hatchling type,SP,,citation311,grant,17/07/2016
495,Pterodroma macroptera,hatchling type,SP,,citation311,grant,17/07/2016
496,Pterodroma madeira,hatchling type,SP,,citation311,grant,17/07/2016
497,Pterodroma magentae,hatchling type,SP,,citation311,grant,17/07/2016
498,Pterodroma mollis,hatchling type,SP,,citation311,grant,17/07/2016
499,Pterodroma neglecta,hatchling type,SP,,citation311,grant,17/07/2016
500,Pterodroma nigripennis,hatchling type,SP,,citation311,grant,17/07/2016
501,Pterodroma phaeopygia,hatchling type,SP,,citation311,grant,17/07/2016
502,Pterodroma pycrofti,hatchling type,SP,,citation311,grant,17/07/2016
503,Pterodroma rupinarum,hatchling type,,,citation311,grant,17/07/2016
504,Pterodroma sandwichensis,hatchling type,SP,,citation311,grant,17/07/2016
505,Pterodroma solandri,hatchling type,SP,,citation311,grant,17/07/2016
506,Pterodroma ultima,hatchling type,SP,,citation311,grant,17/07/2016
507,Puffinus assimilis,hatchling type,SP,,citation311,grant,17/07/2016
508,Puffinus auricularis,hatchling type,SP,,citation311,grant,17/07/2016
509,Puffinus bailloni,hatchling type,,,citation311,grant,17/07/2016
510,Puffinus bannermani,hatchling type,,,citation311,grant,17/07/2016
511,Puffinus bryani,hatchling type,,,citation311,grant,17/07/2016
512,Puffinus elegans,hatchling type,,,citation311,grant,17/07/2016
513,Puffinus gavia,hatchling type,SP,,citation311,grant,17/07/2016
514,Puffinus heinrothi,hatchling type,SP,,citation311,grant,17/07/2016
515,Puffinus huttoni,hatchling type,SP,,citation311,grant,17/07/2016
516,Puffinus lherminieri,hatchling type,SP,,citation311,grant,17/07/2016
517,Puffinus mauretanicus,hatchling type,SP,,citation311,grant,17/07/2016
518,Puffinus nativitatis,hatchling type,SP,,citation311,grant,17/07/2016
519,Puffinus newelli,hatchling type,SP,,citation311,grant,17/07/2016
520,Puffinus opisthomelas,hatchling type,SP,,citation311,grant,17/07/2016
521,Puffinus persicus,hatchling type,,,citation311,grant,17/07/2016
522,Puffinus puffinus,hatchling type,SP,,citation311,grant,17/07/2016
523,Puffinus subalaris,hatchling type,,,citation311,grant,17/07/2016
524,Puffinus yelkouan,hatchling type,SP,,citation311,grant,17/07/2016
525,Thalassoica antarctica,hatchling type,SP,,citation311,grant,17/07/2016
526,Cladorhynchus leucocephalus,hatchling type,,,citation311,grant,17/07/2016
527,Himantopus himantopus,hatchling type,,,citation311,grant,17/07/2016
528,Himantopus novaezelandiae,hatchling type,,,citation311,grant,17/07/2016
529,Recurvirostra americana,hatchling type,,,citation311,grant,17/07/2016
530,Recurvirostra andina,hatchling type,,,citation311,grant,17/07/2016
531,Recurvirostra avosetta,hatchling type,,,citation311,grant,17/07/2016
532,Recurvirostra novaehollandiae,hatchling type,,,citation311,grant,17/07/2016
533,Nycticryphes semicollaris,hatchling type,,,citation311,grant,17/07/2016
534,Rostratula australis,hatchling type,,,citation311,grant,17/07/2016
535,Rostratula benghalensis,hatchling type,,,citation311,grant,17/07/2016
536,Actitis hypoleucos,hatchling type,,,citation311,grant,17/07/2016
537,Actitis macularius,hatchling type,,,citation311,grant,17/07/2016
538,Arenaria interpres,hatchling type,,,citation311,grant,17/07/2016
539,Arenaria melanocephala,hatchling type,,,citation311,grant,17/07/2016
540,Bartramia longicauda,hatchling type,,,citation311,grant,17/07/2016
541,Calidris acuminata,hatchling type,,,citation311,grant,17/07/2016
542,Calidris alba,hatchling type,,,citation311,grant,17/07/2016
543,Calidris alpina,hatchling type,,,citation311,grant,17/07/2016
544,Calidris bairdii,hatchling type,,,citation311,grant,17/07/2016
545,Calidris canutus,hatchling type,,,citation311,grant,17/07/2016
546,Calidris falcinellus,hatchling type,,,citation311,grant,17/07/2016
547,Calidris ferruginea,hatchling type,,,citation311,grant,17/07/2016
548,Calidris fuscicollis,hatchling type,,,citation311,grant,17/07/2016
549,Calidris himantopus,hatchling type,,,citation311,grant,17/07/2016
550,Calidris maritima,hatchling type,,,citation311,grant,17/07/2016
551,Calidris mauri,hatchling type,,,citation311,grant,17/07/2016
552,Calidris melanotos,hatchling type,,,citation311,grant,17/07/2016
553,Calidris minuta,hatchling type,,,citation311,grant,17/07/2016
554,Calidris minutilla,hatchling type,,,citation311,grant,17/07/2016
555,Calidris ptilocnemis,hatchling type,,,citation311,grant,17/07/2016
556,Calidris pugnax,hatchling type,,,citation311,grant,17/07/2016
557,Calidris pusilla,hatchling type,,,citation311,grant,17/07/2016
558,Calidris pygmaea,hatchling type,,,citation311,grant,17/07/2016
559,Calidris ruficollis,hatchling type,,,citation311,grant,17/07/2016
560,Calidris subminuta,hatchling type,,,citation311,grant,17/07/2016
561,Calidris subruficollis,hatchling type,,,citation311,grant,17/07/2016
562,Calidris temminckii,hatchling type,,,citation311,grant,17/07/2016
563,Calidris tenuirostris,hatchling type,,,citation311,grant,17/07/2016
564,Calidris virgata,hatchling type,,,citation311,grant,17/07/2016
565,Coenocorypha aucklandica,hatchling type,,,citation311,grant,17/07/2016
566,Coenocorypha barrierensis,hatchling type,,,citation311,grant,17/07/2016
567,Coenocorypha huegeli,hatchling type,,,citation311,grant,17/07/2016
568,Coenocorypha iredalei,hatchling type,,,citation311,grant,17/07/2016
569,Coenocorypha pusilla,hatchling type,,,citation311,grant,17/07/2016
570,Gallinago andina,hatchling type,,,citation311,grant,17/07/2016
571,Gallinago delicata,hatchling type,,,citation311,grant,17/07/2016
572,Gallinago gallinago,hatchling type,,,citation311,grant,17/07/2016
573,Gallinago hardwickii,hatchling type,,,citation311,grant,17/07/2016
574,Gallinago imperialis,hatchling type,,,citation311,grant,17/07/2016
575,Gallinago jamesoni,hatchling type,,,citation311,grant,17/07/2016
576,Gallinago macrodactyla,hatchling type,,,citation311,grant,17/07/2016
577,Gallinago media,hatchling type,,,citation311,grant,17/07/2016
578,Gallinago megala,hatchling type,,,citation311,grant,17/07/2016
579,Gallinago nemoricola,hatchling type,,,citation311,grant,17/07/2016
580,Gallinago nigripennis,hatchling type,,,citation311,grant,17/07/2016
581,Gallinago nobilis,hatchling type,,,citation311,grant,17/07/2016
582,Gallinago paraguaiae,hatchling type,,,citation311,grant,17/07/2016
583,Gallinago solitaria,hatchling type,,,citation311,grant,17/07/2016
584,Gallinago stenura,hatchling type,,,citation311,grant,17/07/2016
585,Gallinago stricklandii,hatchling type,,,citation311,grant,17/07/2016
586,Gallinago undulata,hatchling type,,,citation311,grant,17/07/2016
587,Limnodromus griseus,hatchling type,,,citation311,grant,17/07/2016
588,Limnodromus scolopaceus,hatchling type,,,citation311,grant,17/07/2016
589,Limnodromus semipalmatus,hatchling type,,,citation311,grant,17/07/2016
590,Limosa fedoa,hatchling type,,,citation311,grant,17/07/2016
591,Limosa haemastica,hatchling type,,,citation311,grant,17/07/2016
592,Limosa lapponica,hatchling type,,,citation311,grant,17/07/2016
593,Limosa limosa,hatchling type,,,citation311,grant,17/07/2016
594,Lymnocryptes minimus,hatchling type,,,citation311,grant,17/07/2016
595,Numenius americanus,hatchling type,,,citation311,grant,17/07/2016
596,Numenius arquata,hatchling type,,,citation311,grant,17/07/2016
597,Numenius borealis,hatchling type,,,citation311,grant,17/07/2016
598,Numenius madagascariensis,hatchling type,,,citation311,grant,17/07/2016
599,Numenius minutus,hatchling type,,,citation311,grant,17/07/2016
600,Numenius phaeopus,hatchling type,,,citation311,grant,17/07/2016
601,Numenius tahitiensis,hatchling type,,,citation311,grant,17/07/2016
602,Numenius tenuirostris,hatchling type,,,citation311,grant,17/07/2016
603,Phalaropus fulicarius,hatchling type,,,citation311,grant,17/07/2016
604,Phalaropus lobatus,hatchling type,,,citation311,grant,17/07/2016
605,Prosobonia cancellata,hatchling type,,,citation311,grant,17/07/2016
606,Prosobonia ellisi,hatchling type,,,citation311,grant,17/07/2016
607,Prosobonia leucoptera,hatchling type,,,citation311,grant,17/07/2016
608,Prosobonia parvirostris,hatchling type,,,citation311,grant,17/07/2016
609,Scolopax bukidnonensis,hatchling type,,,citation311,grant,17/07/2016
610,Scolopax celebensis,hatchling type,,,citation311,grant,17/07/2016
611,Scolopax minor,hatchling type,,,citation311,grant,17/07/2016
612,Scolopax mira,hatchling type,,,citation311,grant,17/07/2016
613,Scolopax rochussenii,hatchling type,,,citation311,grant,17/07/2016
614,Scolopax rosenbergii,hatchling type,,,citation311,grant,17/07/2016
615,Scolopax rusticola,hatchling type,,,citation311,grant,17/07/2016
616,Scolopax saturata,hatchling type,,,citation311,grant,17/07/2016
617,Steganopus tricolor,hatchling type,,,citation311,grant,17/07/2016
618,Tringa brevipes,hatchling type,,,citation311,grant,17/07/2016
619,Tringa erythropus,hatchling type,,,citation311,grant,17/07/2016
620,Tringa flavipes,hatchling type,,,citation311,grant,17/07/2016
621,Tringa glareola,hatchling type,,,citation311,grant,17/07/2016
622,Tringa guttifer,hatchling type,,,citation311,grant,17/07/2016
623,Tringa incana,hatchling type,,,citation311,grant,17/07/2016
624,Tringa melanoleuca,hatchling type,,,citation311,grant,17/07/2016
625,Tringa nebularia,hatchling type,,,citation311,grant,17/07/2016
626,Tringa ochropus,hatchling type,,,citation311,grant,17/07/2016
627,Tringa semipalmata,hatchling type,,,citation311,grant,17/07/2016
628,Tringa solitaria,hatchling type,,,citation311,grant,17/07/2016
629,Tringa stagnatilis,hatchling type,,,citation311,grant,17/07/2016
630,Tringa totanus,hatchling type,,,citation311,grant,17/07/2016
631,Xenus cinereus,hatchling type,,,citation311,grant,17/07/2016
632,Scopus umbretta,hatchling type,,,citation311,grant,17/07/2016
633,Aptenodytes forsteri,hatchling type,SA,,citation311,grant,17/07/2016
634,Aptenodytes patagonicus,hatchling type,SA,,citation311,grant,17/07/2016
635,Eudyptes chrysocome,hatchling type,SA,,citation311,grant,17/07/2016
636,Eudyptes chrysolophus,hatchling type,SA,,citation311,grant,17/07/2016
637,Eudyptes moseleyi,hatchling type,,,citation311,grant,17/07/2016
