trtid,species_id,variable,value,comments,cite_id,username,dt
1452,Aethia psittacula,site fidelity,,,citation311,grant,17/07/2016
1453,Aethia pusilla,site fidelity,,,citation311,grant,17/07/2016
1454,Aethia pygmaea,site fidelity,,,citation311,grant,17/07/2016
1455,Alca torda,site fidelity,,,citation311,grant,17/07/2016
1456,Alle alle,site fidelity,,,citation311,grant,17/07/2016
1457,Brachyramphus brevirostris,site fidelity,,,citation311,grant,17/07/2016
1458,Brachyramphus marmoratus,site fidelity,,,citation311,grant,17/07/2016
1459,Brachyramphus perdix,site fidelity,,,citation311,grant,17/07/2016
1460,Cepphus carbo,site fidelity,,,citation311,grant,17/07/2016
1461,Cepphus columba,site fidelity,,,citation311,grant,17/07/2016
1462,Cepphus grylle,site fidelity,,,citation311,grant,17/07/2016
1463,Cerorhinca monocerata,site fidelity,,,citation311,grant,17/07/2016
1464,Fratercula arctica,site fidelity,,,citation311,grant,17/07/2016
1465,Fratercula cirrhata,site fidelity,,,citation311,grant,17/07/2016
1466,Fratercula corniculata,site fidelity,,,citation311,grant,17/07/2016
1467,Pinguinus impennis,site fidelity,,,citation311,grant,17/07/2016
1468,Ptychoramphus aleuticus,site fidelity,,,citation311,grant,17/07/2016
1469,Synthliboramphus antiquus,site fidelity,,,citation311,grant,17/07/2016
1470,Synthliboramphus craveri,site fidelity,,,citation311,grant,17/07/2016
1471,Synthliboramphus hypoleucus,site fidelity,,,citation311,grant,17/07/2016
1472,Synthliboramphus scrippsi,site fidelity,,,citation311,grant,17/07/2016
1473,Synthliboramphus wumizusume,site fidelity,,,citation311,grant,17/07/2016
1474,Uria aalge,site fidelity,,,citation311,grant,17/07/2016
1475,Uria lomvia,site fidelity,,,citation311,grant,17/07/2016
1476,Anhinga anhinga,site fidelity,,,citation311,grant,17/07/2016
1477,Anhinga melanogaster,site fidelity,,,citation311,grant,17/07/2016
1478,Anhinga novaehollandiae,site fidelity,,,citation311,grant,17/07/2016
1479,Anhinga rufa,site fidelity,,,citation311,grant,17/07/2016
1480,Agamia agami,site fidelity,,,citation311,grant,17/07/2016
1481,Ardea alba,site fidelity,,,citation311,grant,17/07/2016
1482,Ardea brachyrhyncha,site fidelity,,,citation311,grant,17/07/2016
1483,Ardea cinerea,site fidelity,,,citation311,grant,17/07/2016
1484,Ardea cocoi,site fidelity,,,citation311,grant,17/07/2016
1485,Ardea goliath,site fidelity,,,citation311,grant,17/07/2016
1486,Ardea herodias,site fidelity,,,citation311,grant,17/07/2016
1487,Ardea humbloti,site fidelity,,,citation311,grant,17/07/2016
1488,Ardea insignis,site fidelity,,,citation311,grant,17/07/2016
1489,Ardea intermedia,site fidelity,,,citation311,grant,17/07/2016
1490,Ardea melanocephala,site fidelity,,,citation311,grant,17/07/2016
1491,Ardea pacifica,site fidelity,,,citation311,grant,17/07/2016
1492,Ardea plumifera,site fidelity,,,citation311,grant,17/07/2016
1493,Ardea purpurea,site fidelity,,,citation311,grant,17/07/2016
1494,Ardea sumatrana,site fidelity,,,citation311,grant,17/07/2016
1495,Ardeola bacchus,site fidelity,,,citation311,grant,17/07/2016
1496,Ardeola grayii,site fidelity,,,citation311,grant,17/07/2016
1497,Ardeola idae,site fidelity,,,citation311,grant,17/07/2016
1498,Ardeola ralloides,site fidelity,,,citation311,grant,17/07/2016
1499,Ardeola rufiventris,site fidelity,,,citation311,grant,17/07/2016
1500,Ardeola speciosa,site fidelity,,,citation311,grant,17/07/2016
1501,Botaurus lentiginosus,site fidelity,,,citation311,grant,17/07/2016
1502,Botaurus pinnatus,site fidelity,,,citation311,grant,17/07/2016
1503,Botaurus poiciloptilus,site fidelity,,,citation311,grant,17/07/2016
1504,Botaurus stellaris,site fidelity,,,citation311,grant,17/07/2016
1505,Bubulcus ibis,site fidelity,,,citation311,grant,17/07/2016
1506,Butorides striata,site fidelity,,,citation311,grant,17/07/2016
1507,Calherodius leuconotus,site fidelity,,,citation311,grant,17/07/2016
1508,Cochlearius cochlearius,site fidelity,,,citation311,grant,17/07/2016
1509,Egretta ardesiaca,site fidelity,,,citation311,grant,17/07/2016
1510,Egretta caerulea,site fidelity,,,citation311,grant,17/07/2016
1511,Egretta eulophotes,site fidelity,,,citation311,grant,17/07/2016
1512,Egretta garzetta,site fidelity,,,citation311,grant,17/07/2016
1513,Egretta gularis,site fidelity,,,citation311,grant,17/07/2016
1514,Egretta novaehollandiae,site fidelity,,,citation311,grant,17/07/2016
1515,Egretta picata,site fidelity,,,citation311,grant,17/07/2016
1516,Egretta rufescens,site fidelity,,,citation311,grant,17/07/2016
1517,Egretta sacra,site fidelity,,,citation311,grant,17/07/2016
1518,Egretta thula,site fidelity,,,citation311,grant,17/07/2016
1519,Egretta tricolor,site fidelity,,,citation311,grant,17/07/2016
1520,Egretta vinaceigula,site fidelity,,,citation311,grant,17/07/2016
1521,Gorsachius goisagi,site fidelity,,,citation311,grant,17/07/2016
1522,Gorsachius magnificus,site fidelity,,,citation311,grant,17/07/2016
1523,Gorsachius melanolophus,site fidelity,,,citation311,grant,17/07/2016
1524,Ixobrychus cinnamomeus,site fidelity,,,citation311,grant,17/07/2016
1525,Ixobrychus dubius,site fidelity,,,citation311,grant,17/07/2016
1526,Ixobrychus eurhythmus,site fidelity,,,citation311,grant,17/07/2016
1527,Ixobrychus exilis,site fidelity,,,citation311,grant,17/07/2016
1528,Ixobrychus flavicollis,site fidelity,,,citation311,grant,17/07/2016
1529,Ixobrychus involucris,site fidelity,,,citation311,grant,17/07/2016
1530,Ixobrychus minutus,site fidelity,,,citation311,grant,17/07/2016
1531,Ixobrychus novaezelandiae,site fidelity,,,citation311,grant,17/07/2016
1532,Ixobrychus sinensis,site fidelity,,,citation311,grant,17/07/2016
1533,Ixobrychus sturmii,site fidelity,,,citation311,grant,17/07/2016
1534,Nyctanassa carcinocatactes,site fidelity,,,citation311,grant,17/07/2016
1535,Nyctanassa violacea,site fidelity,,,citation311,grant,17/07/2016
1536,Nycticorax caledonicus,site fidelity,,,citation311,grant,17/07/2016
1537,Nycticorax duboisi,site fidelity,,,citation311,grant,17/07/2016
1538,Nycticorax mauritianus,site fidelity,,,citation311,grant,17/07/2016
1539,Nycticorax megacephalus,site fidelity,,,citation311,grant,17/07/2016
1540,Nycticorax nycticorax,site fidelity,,,citation311,grant,17/07/2016
1541,Pilherodius pileatus,site fidelity,,,citation311,grant,17/07/2016
1542,Syrigma sibilatrix,site fidelity,,,citation311,grant,17/07/2016
1543,Tigriornis leucolopha,site fidelity,,,citation311,grant,17/07/2016
1544,Tigrisoma fasciatum,site fidelity,,,citation311,grant,17/07/2016
1545,Tigrisoma lineatum,site fidelity,,,citation311,grant,17/07/2016
1546,Tigrisoma mexicanum,site fidelity,,,citation311,grant,17/07/2016
1547,Zebrilus undulatus,site fidelity,,,citation311,grant,17/07/2016
1548,Zonerodius heliosylus,site fidelity,,,citation311,grant,17/07/2016
1549,Balaeniceps rex,site fidelity,,,citation311,grant,17/07/2016
1550,Burhinus bistriatus,site fidelity,,,citation311,grant,17/07/2016
1551,Burhinus capensis,site fidelity,,,citation311,grant,17/07/2016
1552,Burhinus grallarius,site fidelity,,,citation311,grant,17/07/2016
1553,Burhinus indicus,site fidelity,,,citation311,grant,17/07/2016
1554,Burhinus oedicnemus,site fidelity,,,citation311,grant,17/07/2016
1555,Burhinus senegalensis,site fidelity,,,citation311,grant,17/07/2016
1556,Burhinus superciliaris,site fidelity,,,citation311,grant,17/07/2016
1557,Burhinus vermiculatus,site fidelity,,,citation311,grant,17/07/2016
1558,Esacus magnirostris,site fidelity,,,citation311,grant,17/07/2016
1559,Esacus recurvirostris,site fidelity,,,citation311,grant,17/07/2016
1560,Anarhynchus frontalis,site fidelity,,,citation311,grant,17/07/2016
1561,Charadrius alexandrinus,site fidelity,,,citation311,grant,17/07/2016
1562,Charadrius alticola,site fidelity,,,citation311,grant,17/07/2016
1563,Charadrius aquilonius,site fidelity,,,citation311,grant,17/07/2016
1564,Charadrius asiaticus,site fidelity,,,citation311,grant,17/07/2016
1565,Charadrius bicinctus,site fidelity,,,citation311,grant,17/07/2016
1566,Charadrius bifrontatus,site fidelity,,,citation311,grant,17/07/2016
1567,Charadrius collaris,site fidelity,,,citation311,grant,17/07/2016
1568,Charadrius dealbatus,site fidelity,,,citation311,grant,17/07/2016
1569,Charadrius dubius,site fidelity,,,citation311,grant,17/07/2016
1570,Charadrius falklandicus,site fidelity,,,citation311,grant,17/07/2016
1571,Charadrius forbesi,site fidelity,,,citation311,grant,17/07/2016
1572,Charadrius hiaticula,site fidelity,,,citation311,grant,17/07/2016
1573,Charadrius javanicus,site fidelity,,,citation311,grant,17/07/2016
1574,Charadrius leschenaultii,site fidelity,,,citation311,grant,17/07/2016
1575,Charadrius marginatus,site fidelity,,,citation311,grant,17/07/2016
1576,Charadrius melodus,site fidelity,,,citation311,grant,17/07/2016
1577,Charadrius modestus,site fidelity,,,citation311,grant,17/07/2016
1578,Charadrius mongolus,site fidelity,,,citation311,grant,17/07/2016
1579,Charadrius montanus,site fidelity,,,citation311,grant,17/07/2016
1580,Charadrius nivosus,site fidelity,,,citation311,grant,17/07/2016
1581,Charadrius obscurus,site fidelity,,,citation311,grant,17/07/2016
1582,Charadrius pallidus,site fidelity,,,citation311,grant,17/07/2016
1583,Charadrius pecuarius,site fidelity,,,citation311,grant,17/07/2016
1584,Charadrius peronii,site fidelity,,,citation311,grant,17/07/2016
1585,Charadrius placidus,site fidelity,,,citation311,grant,17/07/2016
1586,Charadrius ruficapillus,site fidelity,,,citation311,grant,17/07/2016
1587,Charadrius sanctaehelenae,site fidelity,,,citation311,grant,17/07/2016
1588,Charadrius semipalmatus,site fidelity,,,citation311,grant,17/07/2016
1589,Charadrius thoracicus,site fidelity,,,citation311,grant,17/07/2016
1590,Charadrius tricollaris,site fidelity,,,citation311,grant,17/07/2016
1591,Charadrius veredus,site fidelity,,,citation311,grant,17/07/2016
1592,Charadrius vociferus,site fidelity,,,citation311,grant,17/07/2016
1593,Charadrius wilsonia,site fidelity,,,citation311,grant,17/07/2016
1594,Elseyornis melanops,site fidelity,,,citation311,grant,17/07/2016
1595,Erythrogonys cinctus,site fidelity,,,citation311,grant,17/07/2016
1596,Eudromias morinellus,site fidelity,,,citation311,grant,17/07/2016
1597,Hoploxypterus cayanus,site fidelity,,,citation311,grant,17/07/2016
1598,Oreopholus ruficollis,site fidelity,,,citation311,grant,17/07/2016
1599,Peltohyas australis,site fidelity,,,citation311,grant,17/07/2016
1600,Phegornis mitchellii,site fidelity,,,citation311,grant,17/07/2016
1601,Pluvialis apricaria,site fidelity,,,citation311,grant,17/07/2016
1602,Pluvialis dominica,site fidelity,,,citation311,grant,17/07/2016
1603,Pluvialis fulva,site fidelity,,,citation311,grant,17/07/2016
1604,Pluvialis squatarola,site fidelity,,,citation311,grant,17/07/2016
1605,Thinornis cucullatus,site fidelity,,,citation311,grant,17/07/2016
1606,Thinornis novaeseelandiae,site fidelity,,,citation311,grant,17/07/2016
1607,Vanellus albiceps,site fidelity,,,citation311,grant,17/07/2016
1608,Vanellus armatus,site fidelity,,,citation311,grant,17/07/2016
1609,Vanellus chilensis,site fidelity,,,citation311,grant,17/07/2016
1610,Vanellus cinereus,site fidelity,,,citation311,grant,17/07/2016
1611,Vanellus coronatus,site fidelity,,,citation311,grant,17/07/2016
1612,Vanellus crassirostris,site fidelity,,,citation311,grant,17/07/2016
1613,Vanellus duvaucelii,site fidelity,,,citation311,grant,17/07/2016
1614,Vanellus gregarius,site fidelity,,,citation311,grant,17/07/2016
1615,Vanellus indicus,site fidelity,,,citation311,grant,17/07/2016
1616,Vanellus leucurus,site fidelity,,,citation311,grant,17/07/2016
1617,Vanellus lugubris,site fidelity,,,citation311,grant,17/07/2016
1618,Vanellus macropterus,site fidelity,,,citation311,grant,17/07/2016
1619,Vanellus malarbaricus,site fidelity,,,citation311,grant,17/07/2016
1620,Vanellus melanocephalus,site fidelity,,,citation311,grant,17/07/2016
1621,Vanellus melanopterus,site fidelity,,,citation311,grant,17/07/2016
1622,Vanellus miles,site fidelity,,,citation311,grant,17/07/2016
1623,Vanellus novaehollandiae,site fidelity,,,citation311,grant,17/07/2016
1624,Vanellus resplendens,site fidelity,,,citation311,grant,17/07/2016
1625,Vanellus senegallus,site fidelity,,,citation311,grant,17/07/2016
1626,Vanellus spinosus,site fidelity,,,citation311,grant,17/07/2016
1627,Vanellus superciliosus,site fidelity,,,citation311,grant,17/07/2016
1628,Vanellus tectus,site fidelity,,,citation311,grant,17/07/2016
1629,Vanellus tricolor,site fidelity,,,citation311,grant,17/07/2016
1630,Vanellus vanellus,site fidelity,,,citation311,grant,17/07/2016
1631,Chionis albus,site fidelity,,,citation311,grant,17/07/2016
1632,Chionis minor,site fidelity,,,citation311,grant,17/07/2016
1633,Diomedea amsterdamensis,site fidelity,,,citation311,grant,17/07/2016
1634,Diomedea antipodensis,site fidelity,,,citation311,grant,17/07/2016
1635,Diomedea dabbenena,site fidelity,,,citation311,grant,17/07/2016
1636,Diomedea epomophora,site fidelity,,,citation311,grant,17/07/2016
1637,Diomedea exulans,site fidelity,,,citation311,grant,17/07/2016
1638,Diomedea sanfordi,site fidelity,,,citation311,grant,17/07/2016
1639,Phoebastria albatrus,site fidelity,,,citation311,grant,17/07/2016
1640,Phoebastria immutabilis,site fidelity,,,citation311,grant,17/07/2016
1641,Phoebastria irrorata,site fidelity,,,citation311,grant,17/07/2016
1642,Phoebastria nigripes,site fidelity,,,citation311,grant,17/07/2016
1643,Phoebetria fusca,site fidelity,,,citation311,grant,17/07/2016
1644,Phoebetria palpebrata,site fidelity,,,citation311,grant,17/07/2016
1645,Thalassarche bulleri,site fidelity,,,citation311,grant,17/07/2016
1646,Thalassarche carteri,site fidelity,,,citation311,grant,17/07/2016
1647,Thalassarche cauta,site fidelity,,,citation311,grant,17/07/2016
1648,Thalassarche chlororhynchos,site fidelity,,,citation311,grant,17/07/2016
1649,Thalassarche chrysostoma,site fidelity,,,citation311,grant,17/07/2016
1650,Thalassarche eremita,site fidelity,,,citation311,grant,17/07/2016
1651,Thalassarche impavida,site fidelity,,,citation311,grant,17/07/2016
1652,Thalassarche melanophris,site fidelity,,,citation311,grant,17/07/2016
1653,Thalassarche salvini,site fidelity,,,citation311,grant,17/07/2016
1654,Thalassarche steadi,site fidelity,,,citation311,grant,17/07/2016
1655,Dromas ardeola,site fidelity,,,citation311,grant,17/07/2016
1656,Fregata andrewsi,site fidelity,,,citation311,grant,17/07/2016
1657,Fregata aquila,site fidelity,,,citation311,grant,17/07/2016
1658,Fregata ariel,site fidelity,,,citation311,grant,17/07/2016
1659,Fregata magnificens,site fidelity,,,citation311,grant,17/07/2016
1660,Fregata minor,site fidelity,,,citation311,grant,17/07/2016
1661,Cursorius coromandelicus,site fidelity,,,citation311,grant,17/07/2016
1662,Cursorius cursor,site fidelity,,,citation311,grant,17/07/2016
1663,Cursorius rufus,site fidelity,,,citation311,grant,17/07/2016
1664,Cursorius somalensis,site fidelity,,,citation311,grant,17/07/2016
1665,Cursorius temminckii,site fidelity,,,citation311,grant,17/07/2016
1666,Glareola cinerea,site fidelity,,,citation311,grant,17/07/2016
1667,Glareola lactea,site fidelity,,,citation311,grant,17/07/2016
1668,Glareola maldivarum,site fidelity,,,citation311,grant,17/07/2016
1669,Glareola nordmanni,site fidelity,,,citation311,grant,17/07/2016
1670,Glareola nuchalis,site fidelity,,,citation311,grant,17/07/2016
1671,Glareola ocularis,site fidelity,,,citation311,grant,17/07/2016
1672,Glareola pratincola,site fidelity,,,citation311,grant,17/07/2016
1673,Rhinoptilus bitorquatus,site fidelity,,,citation311,grant,17/07/2016
1674,Rhinoptilus chalcopterus,site fidelity,,,citation311,grant,17/07/2016
1675,Rhinoptilus cinctus,site fidelity,,,citation311,grant,17/07/2016
1676,Smutsornis africanus,site fidelity,,,citation311,grant,17/07/2016
1677,Stiltia isabella,site fidelity,,,citation311,grant,17/07/2016
1678,Haematopus ater,site fidelity,,,citation311,grant,17/07/2016
1679,Haematopus chathamensis,site fidelity,,,citation311,grant,17/07/2016
1680,Haematopus fuliginosus,site fidelity,,,citation311,grant,17/07/2016
1681,Haematopus leucopodus,site fidelity,,,citation311,grant,17/07/2016
1682,Haematopus longirostris,site fidelity,,,citation311,grant,17/07/2016
1683,Haematopus meadewaldoi,site fidelity,,,citation311,grant,17/07/2016
1684,Haematopus moquini,site fidelity,,,citation311,grant,17/07/2016
1685,Haematopus ostralegus,site fidelity,,,citation311,grant,17/07/2016
1686,Haematopus palliatus,site fidelity,,,citation311,grant,17/07/2016
1687,Haematopus unicolor,site fidelity,,,citation311,grant,17/07/2016
1688,Hydrobates castro,site fidelity,,,citation311,grant,17/07/2016
1689,Hydrobates furcatus,site fidelity,,,citation311,grant,17/07/2016
1690,Hydrobates homochroa,site fidelity,,,citation311,grant,17/07/2016
1691,Hydrobates hornbyi,site fidelity,,,citation311,grant,17/07/2016
1692,Hydrobates leucorhous,site fidelity,,,citation311,grant,17/07/2016
1693,Hydrobates macrodactylus,site fidelity,,,citation311,grant,17/07/2016
1694,Hydrobates markhami,site fidelity,,,citation311,grant,17/07/2016
1695,Hydrobates matsudairae,site fidelity,,,citation311,grant,17/07/2016
1696,Hydrobates melania,site fidelity,,,citation311,grant,17/07/2016
1697,Hydrobates microsoma,site fidelity,,,citation311,grant,17/07/2016
1698,Hydrobates monorhis,site fidelity,,,citation311,grant,17/07/2016
1699,Hydrobates monteiroi,site fidelity,,,citation311,grant,17/07/2016
1700,Hydrobates pelagicus,site fidelity,,,citation311,grant,17/07/2016
1701,Hydrobates tethys,site fidelity,,,citation311,grant,17/07/2016
1702,Hydrobates tristrami,site fidelity,,,citation311,grant,17/07/2016
1703,Ibidorhyncha struthersii,site fidelity,,,citation311,grant,17/07/2016
1704,Actophilornis africanus,site fidelity,,,citation311,grant,17/07/2016
1705,Actophilornis albinucha,site fidelity,,,citation311,grant,17/07/2016
1706,Hydrophasianus chirurgus,site fidelity,,,citation311,grant,17/07/2016
1707,Irediparra gallinacea,site fidelity,,,citation311,grant,17/07/2016
1708,Jacana jacana,site fidelity,,,citation311,grant,17/07/2016
1709,Jacana spinosa,site fidelity,,,citation311,grant,17/07/2016
1710,Metopidius indicus,site fidelity,,,citation311,grant,17/07/2016
1711,Microparra capensis,site fidelity,,,citation311,grant,17/07/2016
1712,Anous minutus,site fidelity,,,citation311,grant,17/07/2016
1713,Anous stolidus,site fidelity,,,citation311,grant,17/07/2016
1714,Anous tenuirostris,site fidelity,,,citation311,grant,17/07/2016
1715,Chlidonias albostriatus,site fidelity,,,citation311,grant,17/07/2016
1716,Chlidonias hybrida,site fidelity,,,citation311,grant,17/07/2016
1717,Chlidonias leucopterus,site fidelity,,,citation311,grant,17/07/2016
1718,Chlidonias niger,site fidelity,,,citation311,grant,17/07/2016
1719,Creagrus furcatus,site fidelity,,,citation311,grant,17/07/2016
1720,Gelochelidon macrotarsa,site fidelity,,,citation311,grant,17/07/2016
1721,Gelochelidon nilotica,site fidelity,,,citation311,grant,17/07/2016
1722,Gygis alba,site fidelity,,,citation311,grant,17/07/2016
1723,Gygis microrhyncha,site fidelity,,,citation311,grant,17/07/2016
1724,Hydrocoloeus minutus,site fidelity,,,citation311,grant,17/07/2016
1725,Hydroprogne caspia,site fidelity,,,citation311,grant,17/07/2016
1726,Larosterna inca,site fidelity,,,citation311,grant,17/07/2016
1727,Larus argentatus,site fidelity,,,citation311,grant,17/07/2016
1728,Larus armenicus,site fidelity,,,citation311,grant,17/07/2016
1729,Larus atlanticus,site fidelity,,,citation311,grant,17/07/2016
1730,Larus atricilla,site fidelity,,,citation311,grant,17/07/2016
1731,Larus audouinii,site fidelity,,,citation311,grant,17/07/2016
1732,Larus belcheri,site fidelity,,,citation311,grant,17/07/2016
1733,Larus brunnicephalus,site fidelity,,,citation311,grant,17/07/2016
1734,Larus bulleri,site fidelity,,,citation311,grant,17/07/2016
1735,Larus cachinnans,site fidelity,,,citation311,grant,17/07/2016
1736,Larus californicus,site fidelity,,,citation311,grant,17/07/2016
1737,Larus canus,site fidelity,,,citation311,grant,17/07/2016
1738,Larus cirrocephalus,site fidelity,,,citation311,grant,17/07/2016
1739,Larus crassirostris,site fidelity,,,citation311,grant,17/07/2016
1740,Larus delawarensis,site fidelity,,,citation311,grant,17/07/2016
1741,Larus dominicanus,site fidelity,,,citation311,grant,17/07/2016
1742,Larus fuliginosus,site fidelity,,,citation311,grant,17/07/2016
1743,Larus fuscus,site fidelity,,,citation311,grant,17/07/2016
1744,Larus genei,site fidelity,,,citation311,grant,17/07/2016
1745,Larus glaucescens,site fidelity,,,citation311,grant,17/07/2016
1746,Larus glaucoides,site fidelity,,,citation311,grant,17/07/2016
1747,Larus hartlaubii,site fidelity,,,citation311,grant,17/07/2016
1748,Larus heermanni,site fidelity,,,citation311,grant,17/07/2016
1749,Larus hemprichii,site fidelity,,,citation311,grant,17/07/2016
1750,Larus hyperboreus,site fidelity,,,citation311,grant,17/07/2016
1751,Larus ichthyaetus,site fidelity,,,citation311,grant,17/07/2016
1752,Larus leucophthalmus,site fidelity,,,citation311,grant,17/07/2016
1753,Larus livens,site fidelity,,,citation311,grant,17/07/2016
1754,Larus maculipennis,site fidelity,,,citation311,grant,17/07/2016
1755,Larus marinus,site fidelity,,,citation311,grant,17/07/2016
1756,Larus melanocephalus,site fidelity,,,citation311,grant,17/07/2016
1757,Larus michahellis,site fidelity,,,citation311,grant,17/07/2016
1758,Larus modestus,site fidelity,,,citation311,grant,17/07/2016
1759,Larus novaehollandiae,site fidelity,,,citation311,grant,17/07/2016
1760,Larus occidentalis,site fidelity,,,citation311,grant,17/07/2016
1761,Larus pacificus,site fidelity,,,citation311,grant,17/07/2016
1762,Larus philadelphia,site fidelity,,,citation311,grant,17/07/2016
1763,Larus pipixcan,site fidelity,,,citation311,grant,17/07/2016
1764,Larus relictus,site fidelity,,,citation311,grant,17/07/2016
1765,Larus ridibundus,site fidelity,,,citation311,grant,17/07/2016
1766,Larus schistisagus,site fidelity,,,citation311,grant,17/07/2016
1767,Larus scopulinus,site fidelity,,,citation311,grant,17/07/2016
1768,Larus scoresbii,site fidelity,,,citation311,grant,17/07/2016
1769,Larus serranus,site fidelity,,,citation311,grant,17/07/2016
1770,Larus smithsonianus,site fidelity,,,citation311,grant,17/07/2016
1771,Larus thayeri,site fidelity,,,citation311,grant,17/07/2016
1772,Onychoprion aleuticus,site fidelity,,,citation311,grant,17/07/2016
1773,Onychoprion anaethetus,site fidelity,,,citation311,grant,17/07/2016
1774,Onychoprion fuscatus,site fidelity,,,citation311,grant,17/07/2016
1775,Onychoprion lunatus,site fidelity,,,citation311,grant,17/07/2016
1776,Pagophila eburnea,site fidelity,,,citation311,grant,17/07/2016
1777,Phaetusa simplex,site fidelity,,,citation311,grant,17/07/2016
1778,Procelsterna albivitta,site fidelity,,,citation311,grant,17/07/2016
1779,Procelsterna cerulea,site fidelity,,,citation311,grant,17/07/2016
1780,Rhodostethia rosea,site fidelity,,,citation311,grant,17/07/2016
1781,Rissa brevirostris,site fidelity,,,citation311,grant,17/07/2016
1782,Rissa tridactyla,site fidelity,,,citation311,grant,17/07/2016
1783,Rynchops albicollis,site fidelity,,,citation311,grant,17/07/2016
1784,Rynchops flavirostris,site fidelity,,,citation311,grant,17/07/2016
1785,Rynchops niger,site fidelity,,,citation311,grant,17/07/2016
1786,Saundersilarus saundersi,site fidelity,,,citation311,grant,17/07/2016
1787,Sterna acuticauda,site fidelity,,,citation311,grant,17/07/2016
1788,Sterna aurantia,site fidelity,,,citation311,grant,17/07/2016
1789,Sterna dougallii,site fidelity,,,citation311,grant,17/07/2016
1790,Sterna forsteri,site fidelity,,,citation311,grant,17/07/2016
1791,Sterna hirundinacea,site fidelity,,,citation311,grant,17/07/2016
1792,Sterna hirundo,site fidelity,,,citation311,grant,17/07/2016
1793,Sterna paradisaea,site fidelity,,,citation311,grant,17/07/2016
1794,Sterna repressa,site fidelity,,,citation311,grant,17/07/2016
1795,Sterna striata,site fidelity,,,citation311,grant,17/07/2016
1796,Sterna sumatrana,site fidelity,,,citation311,grant,17/07/2016
1797,Sterna trudeaui,site fidelity,,,citation311,grant,17/07/2016
1798,Sterna virgata,site fidelity,,,citation311,grant,17/07/2016
1799,Sterna vittata,site fidelity,,,citation311,grant,17/07/2016
1800,Sternula albifrons,site fidelity,,,citation311,grant,17/07/2016
1801,Sternula antillarum,site fidelity,,,citation311,grant,17/07/2016
1802,Sternula balaenarum,site fidelity,,,citation311,grant,17/07/2016
1803,Sternula lorata,site fidelity,,,citation311,grant,17/07/2016
1804,Sternula nereis,site fidelity,,,citation311,grant,17/07/2016
1805,Sternula saundersi,site fidelity,,,citation311,grant,17/07/2016
1806,Sternula superciliaris,site fidelity,,,citation311,grant,17/07/2016
1807,Thalasseus bengalensis,site fidelity,,,citation311,grant,17/07/2016
1808,Thalasseus bergii,site fidelity,,,citation311,grant,17/07/2016
1809,Thalasseus bernsteini,site fidelity,,,citation311,grant,17/07/2016
1810,Thalasseus elegans,site fidelity,,,citation311,grant,17/07/2016
1811,Thalasseus maximus,site fidelity,,,citation311,grant,17/07/2016
1812,Thalasseus sandvicensis acuflavida,site fidelity,,,citation311,grant,17/07/2016
1813,Thalasseus sandvicensis eurygnatha,site fidelity,,,citation311,grant,17/07/2016
1814,Xema sabini,site fidelity,,,citation311,grant,17/07/2016
1815,Fregetta grallaria,site fidelity,,,citation311,grant,17/07/2016
1816,Fregetta maoriana,site fidelity,,,citation311,grant,17/07/2016
1817,Fregetta tropica,site fidelity,,,citation311,grant,17/07/2016
1818,Garrodia nereis,site fidelity,,,citation311,grant,17/07/2016
1819,Nesofregetta fuliginosa,site fidelity,,,citation311,grant,17/07/2016
1820,Oceanites gracilis,site fidelity,,,citation311,grant,17/07/2016
1821,Oceanites gracilis galapagoensis,site fidelity,,,citation311,grant,17/07/2016
1822,Oceanites oceanicus,site fidelity,,,citation311,grant,17/07/2016
1823,Oceanites oceanicus chilensis,site fidelity,,,citation311,grant,17/07/2016
1824,Oceanites oceanicus exasperatus,site fidelity,,,citation311,grant,17/07/2016
1825,Oceanites oceanicus oceanicus,site fidelity,,,citation311,grant,17/07/2016
1826,Oceanites pincoyae,site fidelity,,,citation311,grant,17/07/2016
1827,Pelagodroma marina,site fidelity,,,citation311,grant,17/07/2016
1828,Pedionomus torquatus,site fidelity,,,citation311,grant,17/07/2016
1829,Pelecanus conspicillatus,site fidelity,,,citation311,grant,17/07/2016
1830,Pelecanus crispus,site fidelity,,,citation311,grant,17/07/2016
1831,Pelecanus erythrorhynchos,site fidelity,,,citation311,grant,17/07/2016
1832,Pelecanus occidentalis,site fidelity,,,citation311,grant,17/07/2016
1833,Pelecanus onocrotalus,site fidelity,,,citation311,grant,17/07/2016
1834,Pelecanus philippensis,site fidelity,,,citation311,grant,17/07/2016
1835,Pelecanus rufescens,site fidelity,,,citation311,grant,17/07/2016
1836,Pelecanus thagus,site fidelity,,,citation311,grant,17/07/2016
1837,Phaethon aethereus,site fidelity,,,citation311,grant,17/07/2016
1838,Phaethon lepturus,site fidelity,,,citation311,grant,17/07/2016
1839,Phaethon rubricauda,site fidelity,,,citation311,grant,17/07/2016
1840,Microcarbo africanus,site fidelity,,,citation311,grant,17/07/2016
1841,Microcarbo coronatus,site fidelity,,,citation311,grant,17/07/2016
1842,Microcarbo melanoleucos,site fidelity,,,citation311,grant,17/07/2016
1843,Microcarbo niger,site fidelity,,,citation311,grant,17/07/2016
1844,Microcarbo pygmaeus,site fidelity,,,citation311,grant,17/07/2016
1845,Phalacrocorax bransfieldensis,site fidelity,,,citation311,grant,17/07/2016
1846,Phalacrocorax georgianus,site fidelity,,,citation311,grant,17/07/2016
