feature_id,species_id,traits,mean,range,uncertainty,units,comments,study_year,study_location,citeid,username,dt
8530,Larosterna inca,tail,,,,mm,,,,citation311,grant,7/15/2016
8531,Larosterna inca,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8532,Larosterna inca,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8533,Larosterna inca,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8534,Larosterna inca,clutch size,2,,,N/A,,,,citation311,grant,7/15/2016
8535,Larosterna inca,egg mass,,,,g,,,,citation311,grant,7/15/2016
8536,Larosterna inca,incubation period,,,,d,,,,citation311,grant,7/15/2016
8537,Larosterna inca,fledging period,28,,ca,d,,,,citation311,grant,7/15/2016
8538,Larosterna inca,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8539,Larosterna inca,hatching success,,,,%,,,,citation311,grant,7/15/2016
8540,Larosterna inca,fledging success,,,,%,,,,citation311,grant,7/15/2016
8541,Larosterna inca,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8542,Larosterna inca,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8543,Larosterna inca,post fledge care,28,,+,d,,,,citation311,grant,7/15/2016
8544,Larosterna inca,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8545,Larosterna inca,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8546,Larosterna inca,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8547,Larosterna inca,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8548,Larosterna inca,first year survival,,,,%,,,,citation311,grant,7/15/2016
8549,Larosterna inca,second year survival,,,,%,,,,citation311,grant,7/15/2016
8550,Larosterna inca,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8551,Larosterna inca,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8552,Larosterna inca,migration distance,,,,km,,,,citation311,grant,7/15/2016
8553,Larosterna inca,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8554,Larosterna inca,max age,,,,yrs,,,,citation311,grant,7/15/2016
8555,Larosterna inca,annual survival,,,,%,,,,citation311,grant,7/15/2016
8556,Larosterna inca,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8557,Larus argentatus,female mass,1.04,,,Kg,,,,citation311,grant,7/15/2016
8558,Larus argentatus,male mass,1.23,,,Kg,,,,citation311,grant,7/15/2016
8559,Larus argentatus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8560,Larus argentatus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8561,Larus argentatus,tail,,,,mm,,,,citation311,grant,7/15/2016
8562,Larus argentatus,bmr,428,,,kJ/d,,,,citation311,grant,7/15/2016
8563,Larus argentatus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8564,Larus argentatus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8565,Larus argentatus,clutch size,3,"[1,3]",,N/A,,,,citation311,grant,7/15/2016
8566,Larus argentatus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8567,Larus argentatus,incubation period,,"[30,32]",,d,,,,citation311,grant,7/15/2016
8568,Larus argentatus,fledging period,47.5,"[45,50]",,d,,,,citation311,grant,7/15/2016
8569,Larus argentatus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8570,Larus argentatus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8571,Larus argentatus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8572,Larus argentatus,max growth,33,,,g/d,,,,citation311,grant,7/15/2016
8573,Larus argentatus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8574,Larus argentatus,post fledge care,45,,+,d,,,,citation311,grant,7/15/2016
8575,Larus argentatus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8576,Larus argentatus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8577,Larus argentatus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8578,Larus argentatus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8579,Larus argentatus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8580,Larus argentatus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8581,Larus argentatus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8582,Larus argentatus,age first breed,,"[3,5]",,yrs,,,,citation311,grant,7/15/2016
8583,Larus argentatus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8584,Larus argentatus,wingspan,,"[135,149]",,cm,,,,citation311,grant,7/15/2016
8585,Larus argentatus,max age,32,,,yrs,,,,citation311,grant,7/15/2016
8586,Larus argentatus,annual survival,91,"[81,94]",,%,,,,citation311,grant,7/15/2016
8587,Larus argentatus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8588,Larus armenicus,female mass,,"[0.95,1.05]",,Kg,,,,citation311,grant,7/15/2016
8589,Larus armenicus,male mass,,,,Kg,,,,citation311,grant,7/15/2016
8590,Larus armenicus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8591,Larus armenicus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8592,Larus armenicus,tail,,,,mm,,,,citation311,grant,7/15/2016
8593,Larus armenicus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8594,Larus armenicus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8595,Larus armenicus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8596,Larus armenicus,clutch size,3,,,N/A,,,,citation311,grant,7/15/2016
8597,Larus armenicus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8598,Larus armenicus,incubation period,,,,d,,,,citation311,grant,7/15/2016
8599,Larus armenicus,fledging period,,,,d,,,,citation311,grant,7/15/2016
8600,Larus armenicus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8601,Larus armenicus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8602,Larus armenicus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8603,Larus armenicus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8604,Larus armenicus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8605,Larus armenicus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8606,Larus armenicus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8607,Larus armenicus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8608,Larus armenicus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8609,Larus armenicus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8610,Larus armenicus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8611,Larus armenicus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8612,Larus armenicus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8613,Larus armenicus,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8614,Larus armenicus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8615,Larus armenicus,wingspan,140,,,cm,,,,citation311,grant,7/15/2016
8616,Larus armenicus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8617,Larus armenicus,annual survival,,,,%,,,,citation311,grant,7/15/2016
8618,Larus armenicus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8619,Larus atlanticus,female mass,,"[0.9,0.96]",,Kg,,,,citation311,grant,7/15/2016
8620,Larus atlanticus,male mass,,"[0.9,0.96]",,Kg,,,,citation311,grant,7/15/2016
8621,Larus atlanticus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8622,Larus atlanticus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8623,Larus atlanticus,tail,,,,mm,,,,citation311,grant,7/15/2016
8624,Larus atlanticus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8625,Larus atlanticus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8626,Larus atlanticus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8627,Larus atlanticus,clutch size,,"[2,3]",,N/A,,,,citation311,grant,7/15/2016
8628,Larus atlanticus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8629,Larus atlanticus,incubation period,,,,d,,,,citation311,grant,7/15/2016
8630,Larus atlanticus,fledging period,,,,d,,,,citation311,grant,7/15/2016
8631,Larus atlanticus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8632,Larus atlanticus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8633,Larus atlanticus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8634,Larus atlanticus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8635,Larus atlanticus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8636,Larus atlanticus,post fledge care,,,yes,d,,,,citation311,grant,7/15/2016
8637,Larus atlanticus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8638,Larus atlanticus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8639,Larus atlanticus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8640,Larus atlanticus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8641,Larus atlanticus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8642,Larus atlanticus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8643,Larus atlanticus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8644,Larus atlanticus,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8645,Larus atlanticus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8646,Larus atlanticus,wingspan,,"[130,140]",,cm,,,,citation311,grant,7/15/2016
8647,Larus atlanticus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8648,Larus atlanticus,annual survival,,,,%,,,,citation311,grant,7/15/2016
8649,Larus atlanticus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8650,Larus atricilla,female mass,0.29,,,Kg,,,,citation311,grant,7/15/2016
8651,Larus atricilla,male mass,0.33,,,Kg,,,,citation311,grant,7/15/2016
8652,Larus atricilla,culmen,,,,mm,,,,citation311,grant,7/15/2016
8653,Larus atricilla,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8654,Larus atricilla,tail,,,,mm,,,,citation311,grant,7/15/2016
8655,Larus atricilla,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8656,Larus atricilla,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8657,Larus atricilla,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8658,Larus atricilla,clutch size,2.8,"[2,3]",,N/A,,,,citation311,grant,7/15/2016
8659,Larus atricilla,egg mass,,,,g,,,,citation311,grant,7/15/2016
8660,Larus atricilla,incubation period,24.5,"[22,25]",,d,,,,citation311,grant,7/15/2016
8661,Larus atricilla,fledging period,42.5,"[35,50]",,d,,,,citation311,grant,7/15/2016
8662,Larus atricilla,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8663,Larus atricilla,hatching success,,,,%,,,,citation311,grant,7/15/2016
8664,Larus atricilla,fledging success,,,,%,,,,citation311,grant,7/15/2016
8665,Larus atricilla,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8666,Larus atricilla,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8667,Larus atricilla,post fledge care,,"[14,30]",,d,,,,citation311,grant,7/15/2016
8668,Larus atricilla,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8669,Larus atricilla,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8670,Larus atricilla,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8671,Larus atricilla,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8672,Larus atricilla,first year survival,,,,%,,,,citation311,grant,7/15/2016
8673,Larus atricilla,second year survival,,,,%,,,,citation311,grant,7/15/2016
8674,Larus atricilla,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8675,Larus atricilla,age first breed,,"[3,4]",,yrs,,,,citation311,grant,7/15/2016
8676,Larus atricilla,migration distance,,,,km,,,,citation311,grant,7/15/2016
8677,Larus atricilla,wingspan,,"[102,107]",,cm,,,,citation311,grant,7/15/2016
8678,Larus atricilla,max age,19,,,yrs,,,,citation311,grant,7/15/2016
8679,Larus atricilla,annual survival,,,,%,,,,citation311,grant,7/15/2016
8680,Larus atricilla,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8681,Larus audouinii,female mass,,"[0.58,0.77]",,Kg,,,,citation311,grant,7/15/2016
8682,Larus audouinii,male mass,,"[0.58,0.77]",,Kg,,,,citation311,grant,7/15/2016
8683,Larus audouinii,culmen,,,,mm,,,,citation311,grant,7/15/2016
8684,Larus audouinii,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8685,Larus audouinii,tail,,,,mm,,,,citation311,grant,7/15/2016
8686,Larus audouinii,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8687,Larus audouinii,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8688,Larus audouinii,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8689,Larus audouinii,clutch size,3,"[1,4]",,N/A,,,,citation311,grant,7/15/2016
8690,Larus audouinii,egg mass,,,,g,,,,citation311,grant,7/15/2016
8691,Larus audouinii,incubation period,,"[26,33]",,d,,,,citation311,grant,7/15/2016
8692,Larus audouinii,fledging period,,"[35,40]",,d,,,,citation311,grant,7/15/2016
8693,Larus audouinii,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8694,Larus audouinii,hatching success,,,,%,,,,citation311,grant,7/15/2016
8695,Larus audouinii,fledging success,,,,%,,,,citation311,grant,7/15/2016
8696,Larus audouinii,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8697,Larus audouinii,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8698,Larus audouinii,post fledge care,75,,,d,,,,citation311,grant,7/15/2016
8699,Larus audouinii,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8700,Larus audouinii,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8701,Larus audouinii,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8702,Larus audouinii,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8703,Larus audouinii,first year survival,,,,%,,,,citation311,grant,7/15/2016
8704,Larus audouinii,second year survival,,,,%,,,,citation311,grant,7/15/2016
8705,Larus audouinii,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8706,Larus audouinii,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8707,Larus audouinii,migration distance,,,,km,,,,citation311,grant,7/15/2016
8708,Larus audouinii,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8709,Larus audouinii,max age,,,,yrs,,,,citation311,grant,7/15/2016
8710,Larus audouinii,annual survival,,,,%,,,,citation311,grant,7/15/2016
8711,Larus audouinii,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8712,Larus belcheri,female mass,,,,Kg,,,,citation311,grant,7/15/2016
8713,Larus belcheri,male mass,,,,Kg,,,,citation311,grant,7/15/2016
8714,Larus belcheri,culmen,,,,mm,,,,citation311,grant,7/15/2016
8715,Larus belcheri,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8716,Larus belcheri,tail,,,,mm,,,,citation311,grant,7/15/2016
8717,Larus belcheri,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8718,Larus belcheri,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8719,Larus belcheri,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8720,Larus belcheri,clutch size,3,,,N/A,,,,citation311,grant,7/15/2016
8721,Larus belcheri,egg mass,,,,g,,,,citation311,grant,7/15/2016
8722,Larus belcheri,incubation period,,,,d,,,,citation311,grant,7/15/2016
8723,Larus belcheri,fledging period,,,,d,,,,citation311,grant,7/15/2016
8724,Larus belcheri,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8725,Larus belcheri,hatching success,,,,%,,,,citation311,grant,7/15/2016
8726,Larus belcheri,fledging success,,,,%,,,,citation311,grant,7/15/2016
8727,Larus belcheri,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8728,Larus belcheri,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8729,Larus belcheri,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8730,Larus belcheri,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8731,Larus belcheri,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8732,Larus belcheri,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8733,Larus belcheri,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8734,Larus belcheri,first year survival,,,,%,,,,citation311,grant,7/15/2016
8735,Larus belcheri,second year survival,,,,%,,,,citation311,grant,7/15/2016
8736,Larus belcheri,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8737,Larus belcheri,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8738,Larus belcheri,migration distance,,,,km,,,,citation311,grant,7/15/2016
8739,Larus belcheri,wingspan,120,,,cm,,,,citation311,grant,7/15/2016
8740,Larus belcheri,max age,,,,yrs,,,,citation311,grant,7/15/2016
8741,Larus belcheri,annual survival,,,,%,,,,citation311,grant,7/15/2016
8742,Larus belcheri,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8743,Larus brunnicephalus,female mass,,"[0.45,0.71]",,Kg,,,,citation311,grant,7/15/2016
8744,Larus brunnicephalus,male mass,,"[0.45,0.71]",,Kg,,,,citation311,grant,7/15/2016
8745,Larus brunnicephalus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8746,Larus brunnicephalus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8747,Larus brunnicephalus,tail,,,,mm,,,,citation311,grant,7/15/2016
8748,Larus brunnicephalus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8749,Larus brunnicephalus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8750,Larus brunnicephalus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8751,Larus brunnicephalus,clutch size,3,"[1,4]",,N/A,,,,citation311,grant,7/15/2016
8752,Larus brunnicephalus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8753,Larus brunnicephalus,incubation period,24,,ca,d,,,,citation311,grant,7/15/2016
8754,Larus brunnicephalus,fledging period,,,,d,,,,citation311,grant,7/15/2016
8755,Larus brunnicephalus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8756,Larus brunnicephalus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8757,Larus brunnicephalus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8758,Larus brunnicephalus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8759,Larus brunnicephalus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8760,Larus brunnicephalus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8761,Larus brunnicephalus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8762,Larus brunnicephalus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8763,Larus brunnicephalus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8764,Larus brunnicephalus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8765,Larus brunnicephalus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8766,Larus brunnicephalus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8767,Larus brunnicephalus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8768,Larus brunnicephalus,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8769,Larus brunnicephalus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8770,Larus brunnicephalus,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8771,Larus brunnicephalus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8772,Larus brunnicephalus,annual survival,,,,%,,,,citation311,grant,7/15/2016
8773,Larus brunnicephalus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8774,Larus bulleri,female mass,,"[0.19,0.27]",,Kg,,,,citation311,grant,7/15/2016
8775,Larus bulleri,male mass,,"[0.19,0.27]",,Kg,,,,citation311,grant,7/15/2016
8776,Larus bulleri,culmen,,,,mm,,,,citation311,grant,7/15/2016
8777,Larus bulleri,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8778,Larus bulleri,tail,,,,mm,,,,citation311,grant,7/15/2016
8779,Larus bulleri,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8780,Larus bulleri,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8781,Larus bulleri,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8782,Larus bulleri,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
8783,Larus bulleri,egg mass,,,,g,,,,citation311,grant,7/15/2016
8784,Larus bulleri,incubation period,,,,d,,,,citation311,grant,7/15/2016
8785,Larus bulleri,fledging period,,,,d,,,,citation311,grant,7/15/2016
8786,Larus bulleri,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8787,Larus bulleri,hatching success,,,,%,,,,citation311,grant,7/15/2016
8788,Larus bulleri,fledging success,,,,%,,,,citation311,grant,7/15/2016
8789,Larus bulleri,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8790,Larus bulleri,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8791,Larus bulleri,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8792,Larus bulleri,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8793,Larus bulleri,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8794,Larus bulleri,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8795,Larus bulleri,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8796,Larus bulleri,first year survival,,,,%,,,,citation311,grant,7/15/2016
8797,Larus bulleri,second year survival,,,,%,,,,citation311,grant,7/15/2016
8798,Larus bulleri,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8799,Larus bulleri,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8800,Larus bulleri,migration distance,,,,km,,,,citation311,grant,7/15/2016
8801,Larus bulleri,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8802,Larus bulleri,max age,,,,yrs,,,,citation311,grant,7/15/2016
8803,Larus bulleri,annual survival,,,,%,,,,citation311,grant,7/15/2016
8804,Larus bulleri,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8805,Larus cachinnans,female mass,,"[0.8,1.5]",,Kg,,,,citation311,grant,7/15/2016
8806,Larus cachinnans,male mass,,"[0.8,1.5]",,Kg,,,,citation311,grant,7/15/2016
8807,Larus cachinnans,culmen,,,,mm,,,,citation311,grant,7/15/2016
