feature_id,species_id,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,clutch_interval,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,citation,username,dt
327,Larusphiladelphia,,0.17,0.23,,,0.17,0.23,,2,,,,,,22,25,,,,,,,,,,,,,,(2-3),2,3,,,,78,84,,,,,,,,,,,,,,grant,27/06/2016
328,Sternaaurantia,,,,,,,,,3,3,4,,,,,,,,,,,,,,,21,,,,2,,,,,,80,85,,,,,,,,,,,,,,grant,27/06/2016
329,Xemasabini,,0.13,0.22,,,0.13,0.22,,2,1,3,,,,23,25,,,58,65,,,,,,,,,yes,,,,,,,81,87,,,,,,,,,,,,,,grant,27/06/2016
330,Sternahirundinacea,,0.17,0.19,,,0.17,0.19,,,2,3,,,27,,,,,,,,,,,,,,,,,,,,,,84,86,,,,,,,,,,,,,,grant,27/06/2016
331,Thalasseusbengalensis,,0.18,0.24,,,0.18,0.24,,1,,,,,,21,26,,,30,35,,,,,,90,,,+,,,,,,,88,105,,,,,,,,,,,,,,grant,27/06/2016
332,Larushartlaubii,,0.23,0.34,,,0.23,0.34,,,1,3,,,25,,,c,40,,,c,8,,,,,,,,3,,,,,,89,92,,,,,,,,,,,,,,grant,27/06/2016
333,Rhodostethiarosea,,0.12,0.25,,,0.12,0.25,,3,,3,,,,19,21,,21,,,,,,,,,,,,,,,,,,89,92,,,,,,,,,,,,,,grant,27/06/2016
334,Larusnovaehollandiae,,0.26,0.35,,,0.26,0.35,,,,,,D,,,,,,,,,,,,,,,,,,,,,NS,,91,96,,,,,,,,,,,,,,grant,27/06/2016
335,Larusmelanocephalus,,0.21,0.39,,,0.21,0.39,,,2,3,,,,23,26,,,35,40,,,,,,,,,,,,,,,,98,105,,,,,,,,,,,,,,grant,27/06/2016
336,Rynchopsflavirostris,,0.111,0.204,,,0.111,0.204,,2.6,2,3,,,21,,,c,28,,,c,,,,,,,,,,,,,,106,,,c,,,,,,,,,,,,,grant,27/06/2016
337,Sternavirgata,0.13,,,,0.13,,,,1,1,2,,,24,,,,35,31,39,,,,,,20,,,up to 20,,,,,,71,,,c,,,,,,,,,,,,,grant,27/06/2016
338,Larusscoresbii,0.52,,,,0.52,,,,2,2,3,,,,24,27,,,,,,,,,,,,,,,,,,NS,89,,,c,,,,,,,,,,,,,grant,27/06/2016
339,Larusrelictus,,0.42,0.66,,,0.42,0.66,,2.6,2,3,,,,24,26,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
340,Hydrocoloeusminutus,,0.1,0.156,,,0.1,0.156,,2.7,1,3,,,,21,22,,28,,,?,,,,,14,,,+,(2-3),2,3,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
341,Larusfuliginosus,,,,,,,,,2,,,,,33,,,,60,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
342,Larusaudouinii,,0.58,0.77,,,0.58,0.77,,3,1,4,,,,26,33,,,35,40,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
343,Larosternainca,0.189,0.18,0.21,,0.189,0.18,0.21,,2,,,,,,,,,28,,,c,,,,,28,,,+,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
344,Phaetusasimplex,,0.208,0.247,,,0.208,0.247,,2.3,2,3,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
345,Sternasumatrana,,0.098,0.11,,,0.098,0.11,,1.8,1,3,,,,21,23,,24,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
346,Larusmodestus,,0.36,0.4,,,0.36,0.4,,,1,3,,,,29,31,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
347,Larushemprichii,,0.4,0.51,,,0.4,0.51,,,1,3,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
348,Sternulalorata,,,,,,,,,,1,2,,,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
349,Larusbrunnicephalus,,0.45,0.71,,,0.45,0.71,,3,1,4,,,24,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
350,Gygismicrorhyncha,,,,,,,,,1,,,,,35,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
351,Larusserranus,0.48,,,,0.48,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
352,Sternulasuperciliaris,,0.04,0.057,,,0.04,0.057,,1.9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
353,Sternaacuticauda,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
354,Saundersilarussaundersi,,,,,,,,,3,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
355,Anoustenuirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
356,Larusbulleri,,0.19,0.27,,,0.19,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
357,Larusmaculipennis,,0.29,0.36,,,0.29,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
358,Gelochelidonmacrotarsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
359,Larusmichahellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
360,Larussmithsonianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
361,Larusthayeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
362,Thalasseusbernsteini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
363,Oceanitesoceanicus,,0.03,0.04,,,0.03,0.04,,1,,,,,,33,53,,,51,97,,2.8,,,,0,,,,4,4,5,,OS,39,,,,,,,,91,,,,,,,,grant,27/06/2016
364,Garrodianereis,,0.03,0.04,,,0.03,0.04,,1,,,,,,40,45,,75,,,,,,,,,,,,,,,,OS,39,,,,,,,,,,,,,,,,grant,27/06/2016
365,Pelagodromamarina,,0.04,0.07,,,0.04,0.07,,1,,,,,,45,49,,,52,80,,2.2,,,,0,,,,,,,,OS,43,,,,,,,,,,,,,,,,grant,27/06/2016
366,Fregettagrallaria,,0.04,0.06,,,0.04,0.06,,1,,,,,40,,,,68,,,,,,,,,,,,,,,,OS,45,,,,,,,,,,,,,,,,grant,27/06/2016
367,Fregettatropica,,0.05,0.06,,,0.05,0.06,,1,,,,,,35,44,,,55,71,,,,,,0,,,,,,,,OS,46,,,,,,,,,,,,,,,,grant,27/06/2016
368,Nesofregettafuliginosa,,0.055,0.115,,,0.055,0.115,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
369,Oceanitesgracilis,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
370,Fregettamaoriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
371,Oceanitespincoyae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
372,Pedionomustorquatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
373,Pelecanusoccidentalis,3.2,,,,3.7,,,,2.6,2,3,,,30,,,,79.5,71,88,,115,,,,,30,84,,3,2,4,,"NS,OS",210,,,,28,,,,80,,,c,,,,,grant,27/06/2016
374,Pelecanuserythrorhynchos,,4,5.9,,,5,7.1,,2,1,4,,,30,,,?,60,,,,,,,,20,,,+,3,,,,,,,,,26,,,,,,,,,,,,grant,27/06/2016
375,Pelecanusconspicillatus,,4,6.8,,,4,6.8,,2,1,4,,,,32,35,,90,,,,,,,,,,,,(4-6),4,6,,"NS,OS",,230,260,,,,,,,,,,,,,,grant,27/06/2016
376,Pelecanusrufescens,,3.9,6.2,,,4.5,7,,,1,3,,,,30,35,,,70,75,,,,,,,10,21,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
377,Pelecanuscrispus,,7.25,10,,,9.5,12,,,1,3,,,,31,34,,85,,,,,,,,,15,20,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
378,Pelecanusphilippensis,4.65,,,,,5.1,5.7,,3,,,,,,29,31,,120,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
379,Pelecanusonocrotalus,,6,9,,,9,15,,,2,4,,,,29,31,,,65,70,,,,,,,,,,,,,,"NS,NS+",,,,,,,,,,,,,,,,,grant,27/06/2016
380,Pelecanusthagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
381,Phaethonlepturus,0.32,,,,,0.22,0.36,,1,,,,,42,40,43,,,70,85,,,,,,0,,,,4,,,,OS,,90,95,,,,,,,,,,,,,,grant,27/06/2016
382,Phaethonaethereus,0.7,,,,0.7,,,,1,,,,,,42,44,,,80,90,,,,,,0,,,,,,,,OS,,99,106,,,,,,,,,,,,,,grant,27/06/2016
383,Phaethonrubricauda,,0.5,0.85,,,0.5,0.85,,1,,,,,,29,31,,,65,70,,,,,,,,,,,,,,"NS,NS+",,,,,,,,,,,,,,,,,grant,27/06/2016
384,Phalacrocoraxpenicillatus,,1.4,2.3,,,2.4,2.7,,2.6,2,5,,,29.2,28,32,,,,,,,,,,,,,yes,3,2,9,,NS+,108,,,,18,,,,74,,,,,,,,grant,27/06/2016
385,Phalacrocoraxharrisi,,2.5,2.9,,,3.8,4.1,,,2,4,,,35,,,,60,,,,,,,,,30,90,,,,,,NS,,,,,,,,,87.6,,,,,,,,grant,27/06/2016
386,Phalacrocoraxcarbo,,2,2.5,,,2,2.5,,,3,6,,,30,28,31,,53,49,56,,,,,,50,,,,3,2,3,,"NS,OS",,130,150,,,,,,88,,,,,,,,grant,27/06/2016
387,Phalacrocoraxaristotelis,1.6,,,,1.94,,,,3,1,6,,,34,33,36,,53,48,58,,52,,,,62,,,,(2-3),2,3,,"NS,OS",,,,,,,,,,80,88,,,,,,grant,27/06/2016
388,Phalacrocoraxbrasilianus,1.07,,,,1.26,,,,3,2,6,,,24.6,23,26,,63,,,,,,,,,,,yes,1,1,3,,NS,,,,,13,,,,,,,,,,,,grant,27/06/2016
389,Phalacrocoraxpelagicus,,1.53,1.7,,,1.75,2.03,,3,1,6,,,30,29,31,,45,40,50,,,,,,,,,weeks,2,,,,"NS,OS",95,,,,18,,,,,,,,,,,,grant,27/06/2016
390,Phalacrocoraxauritus,,1.8,2.6,,,2,3,,4,1,7,,,,25,28,,,42,56,,,,,,28,,,,2.7,1,4,,NS,,,,,18,,,,,,,,,,,,grant,27/06/2016
391,Phalacrocoraxgaimardi,1.3,,,,1.3,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,grant,27/06/2016
392,Phalacrocoraxmagellanicus,,,,,,,,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,NS,92,,,,,,,,,,,,,,,,grant,27/06/2016
393,Phalacrocoraxcolensoi,,,,,,,,,3,,,,,,26,32,,,,,,,,,,,,,,,,,,"NS,OS",105,,,,,,,,,,,,,,,,grant,27/06/2016
394,Phalacrocoraxcampbelli,2,,,,,1.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",105,,,,,,,,,,,,,,,,grant,27/06/2016
395,Phalacrocoraxcapensis,,1.16,1.31,,,1.16,1.31,,2.4,2,3,,,,22,28,,49,,,,,,,,,,,,3,,,,NS,109,,,,,,,,,,,,,,,,grant,27/06/2016
396,Phalacrocoraxverrucosus,,1.7,2,,,1.7,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,grant,27/06/2016
397,Phalacrocoraxurile,,1.55,2.05,,,1.9,2.27,,,2,4,,,33,32,34,,59,54,64,,,,,,,,,,3,,,,"NS,OS",122,,,,,,,,,,,,,,,,grant,27/06/2016
398,Phalacrocoraxneglectus,1.8,,,,1.8,,,,2,1,3,,,,29,30,,,,,,,,,,,,,,,,,,NS,132,,,,,,,,,,,,,,,,grant,27/06/2016
399,Phalacrocoraxnigrogularis,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,NS,,102,110,,,,,,,,,,,,,,grant,27/06/2016
400,Phalacrocoraxatriceps,,1.5,2.4,,,1.7,3.5,,2.7,1,3,,,28.8,,,,77.5,75,80,,,,,,,,,,(2-4),2,4,,NS,,110,125,,,,,,,,,,,,,,grant,27/06/2016
401,Phalacrocoraxvarius,,1.1,1.9,,,1.5,2.9,,,2,4,,,,25,33,,,47,60,,,,,,,,,,,,,,OS,,110,130,,,,,,,,,,,,,,grant,27/06/2016
402,Microcarboafricanus,,0.43,0.6,,,0.5,0.88,,2.3,,4,,,,23,25,,32,,,,,,,,,,,,,,,,NS+,,80,90,,,,,,,,,,,,,,grant,27/06/2016
403,Microcarbopygmaeus,,0.56,0.64,,,0.65,0.87,,,4,6,,,,27,30,,70,,,,,,,,,,,,,,,,NS,,80,90,,,,,,,,,,,,,,grant,27/06/2016
404,Microcarbomelanoleucos,,0.4,0.9,,,0.7,0.9,,,3,5,,,,,,,,,,,,,,,,,,,,,,,ns,,85,91,,,,,,,,,,,,,,grant,27/06/2016
405,Phalacrocoraxpunctatus,,0.7,1.6,,,0.9,1.7,,2.7,2,4,,,32,28,35,,62,57,71,,,,,,,,,,2,,,,"NS,OS",,91,99,,,,,,,,,,,,,,grant,27/06/2016
406,Phalacrocoraxfuscescens,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,NS,,93,102,,,,,,,,,,,,,,grant,27/06/2016
407,Phalacrocoraxsulcirostris,,0.5,1.2,,,0.5,1.2,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,95,105,,,,,,,,,,,,,,grant,27/06/2016
408,Phalacrocoraxcapillatus,3.1,,,,3.1,,,,3,,,,,34,,,,40,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
409,Microcarbocoronatus,,0.67,0.78,,,0.48,0.88,,,1,5,,,23,,,,,30,35,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
410,Phalacrocoraxonslowi,1.79,,,,2.4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
411,Phalacrocoraxcarunculatus,2.5,,,,2.5,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
412,Phalacrocoraxchalconotus,,1.79,3.88,,,1.79,3.88,,,2,3,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
413,Phalacrocoraxranfurlyi,,2.3,2.9,,,2.3,2.9,,,2,3,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,,,,grant,27/06/2016
414,Microcarboniger,,0.36,0.53,,,0.36,0.53,,,3,5,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
415,Phalacrocoraxfuscicollis,,0.6,0.79,,,0.6,0.79,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
416,Phalacrocoraxbougainvilliorum,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,,,,grant,27/06/2016
417,Phalacrocoraxfeatherstoni,,0.645,1.33,,,0.645,1.33,,3,,,?,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,,,,grant,27/06/2016
418,Phalacrocoraxperspicillatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
419,Pluvianellussocialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
420,Pluvianusaegyptius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
421,Pterodromapycrofti,,0.13,0.2,,,0.13,0.2,,1,,,,,45,,,,80,,,,,,,,,,,,,,,,,,53,66,,,,,,72,,,,,,,,grant,27/06/2016
422,Procellariaaequinoctialis,1.28,,,,1.39,,,,1,,,,,,57,62,,,87,106,,24,,,,,,,,6.5,,,,OS,,134,147,,,,,,79,,,,,,,,grant,27/06/2016
423,Pachyptilasalvini,,0.12,0.21,,,0.12,0.21,,1,,,,,,44,55,,,52,63,,6.9,,,,,,,,,,,,,59,,,,,,,,84,,,,,,,,grant,27/06/2016
424,Thalassoicaantarctica,0.69,,,,0.81,,,,1,,,,,,40,45,,,42,62,,,,,,,,,,,,,,"NS,OS",104,,,,,,,,90,,,,,,,,grant,27/06/2016
425,Puffinusnewelli,0.39,0.34,0.43,,0.39,0.34,0.43,,1,,,,,,47,66,,,,,,,,,,0,,,,(4-7),4,7,,OS,,,,,,,,,90,,,,,,,,grant,27/06/2016
426,Puffinuspuffinus,,0.35,0.58,,,0.3,0.45,,1,,,,,51.3,47,66,,69,92,76,,12,,,,0,,,,6,,,,OS,79,,,,5,,,,93,,,,,,,,grant,27/06/2016
427,Pagodromanivea,,0.24,0.46,,,0.24,0.46,,1,,,,,,41,49,,,41,55,,17,,,,0,,,,(3-7),3,7,,"NS,OS",83,,,,,,,,93,,,,,,,,grant,27/06/2016
428,Pterodromaphaeopygia,0.43,,,,0.43,,,,1,,,,,55.3,,,,,110,119,,10,,,,0,,,,5,5,6,,OS,91,,,,,,,,93,,,,,,,,grant,27/06/2016
429,Ardennagrisea,,0.63,0.95,,,0.63,0.95,,1,,,,,52.7,,,,97,,,,17,,,,0,,,,(5-7),5,7,,OS,103,,,,,,,,93,,,,,,,,grant,27/06/2016
430,Pterodromasandwichensis,0.45,0.33,0.63,,0.45,0.33,0.63,,1,,,,,55.3,,,,,100,119,,,,,,0,,,,(5-6),5,6,,OS,,,,,,,,,93,,,,,,,,grant,27/06/2016
431,Daptioncapense,,0.36,0.51,,,0.38,0.55,,1,,,,,,44,47,,,47,68,,16,,,,0,,,,6,,,,OS,87,,,,25,,,,94,,,,,,,,grant,27/06/2016
432,Procellariaparkinsoni,0.68,,,,0.72,,,,1,,,,,56,,,,,96,122,,,,,,0,,,,(6-8),6,8,,OS,115,,,,,,,,94,,,,,,,,grant,27/06/2016
433,Bulweriabulwerii,0.99,,,,0.99,,,,1,,,,,44.2,38,46,,62,57,67,,,,,,0,,,,(4-6),4,6,,OS,,65,73,,,,,,94.7,,,,,,,,grant,27/06/2016
434,Calonectrisborealis,0.82,,,,0.96,,,,1,,,,,54,,,,97,,,,14,,,,0,,,,9,,,,OS,,,,,,,,,95.6,,,,,,,,grant,27/06/2016
435,Pelecanoidesurinatrix,,0.11,0.15,,,0.11,0.15,,1,,,,,53.5,,,,,49,55,,4.3,,,,0,,,,(2-3),2,3,,NS,43,,,,,,,,,75,87,,,,,,grant,27/06/2016
436,Fulmarusglacialoides,,0.7,1,,,0.7,1,,1,,,,,,43,50,,,48,56,,32,,,,,,,,(9-11),9,11,,OS,106,,,,,,,,,90,95,,,,,,grant,27/06/2016
437,Macronectesgiganteus,3.94,,,,5.19,,,,1,,,,,,59,66,,,112,123,,79,,,,0,,,,(4-10),4,10,,OS,,150,210,,,,,,,90,96,,,,,,grant,27/06/2016
438,Fulmarusglacialis,0.58,,,,0.65,,,,1,,,,,48.4,,,,53,,,,31,,,,0,,,,5,5,12,,OS,,102,112,,31,,,c,,94,97,,,,,,grant,27/06/2016
439,Pterodromahypoleuca,0.24,0.152,0.308,,0.24,0.152,0.308,,1,,,,,49,,,,82,77,89,,,,,,,,,,,,,,OS,,63,71,,21,,,,,,,,,,,,grant,27/06/2016
440,Ardennapacifica,,0.3,0.57,,,0.3,0.57,,1,,,,,,48,56,,,98,115,,10,,,,0,,,,,,,,OS,,97,105,,26,,,,,,,,,,,,grant,27/06/2016
441,Pterodromalongirostris,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,53,,,,,,,,,,,,,,,,grant,27/06/2016
442,Pachyptilaturtur,,0.11,0.16,,,0.12,0.18,,1,,,,,,44,54,,50,,,,6.6,,,,,,,,(4-5),4,5,,NS,56,,,,,,,,,,,,,,,,grant,27/06/2016
443,Pachyptilacrassirostris,,0.1,0.19,,,0.1,0.19,,1,,,,,,,,,,,,,,,,,,,,,,,,,NS,60,,,,,,,,,,,,,,,,grant,27/06/2016
444,Pachyptilavittata,,0.17,0.24,,,0.17,0.24,,1,,,,,56,,,,,50,53,,,,,,,,,,,,,,OS,61,,,,,,,,,,,,,,,,grant,27/06/2016
445,Pachyptiladesolata,,0.1,0.19,,,0.1,0.19,,1,,,,,,44,46,,51,,,,6.9,,,,5,3,6,,,,,,OS,63,,,,,,,,,,,,,,,,grant,27/06/2016
446,Pterodromacookii,0.19,,,,0.19,,,,1,,,,,,47,51,,88,,,,,,,,,,,,,,,,OS,65,,,,,,,,,,,,,,,,grant,27/06/2016
447,Pterodromaleucoptera,,0.17,0.22,,,0.17,0.22,,1,,,,,,42,49,,,77,84,,,,,,,,,,,,,,OS,70,,,,,,,,,,,,,,,,grant,27/06/2016
448,Puffinusgavia,,0.23,0.42,,,0.23,0.42,,1,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",76,,,,,,,,,,,,,,,,grant,27/06/2016
449,Pterodromaalba,0.27,,,,0.27,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,NS,83,,,,,,,,,,,,,,,,grant,27/06/2016
450,Pseudobulweriarostrata,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,grant,27/06/2016
451,Pterodromacahow,,,,,,,,,1,,,,,52,,,,92,,,,,,,,,,,,,,,,OS,89,,,,,,,,,,,,,,,,grant,27/06/2016
452,Pterodromaneglecta,,0.37,0.59,,,0.37,0.59,,1,,,,,,50,52,,,110,130,,,,,,,,,,,,,,NS,92,,,,,,,,,,,,,,,,grant,27/06/2016
453,Ardennatenuirostris,,0.47,0.64,,,0.51,0.73,,1,,,,,,52,55,,94,,,,13,,,,0,,,,6,5,7,,OS,93,,,,,,,,,,,,,,,,grant,27/06/2016
454,Pterodromahasitata,,,,,,,,,1,,,,,,51,54,,,90,100,,,,,,,,,,,,,,OS,95,,,,,,,,,,,,,,,,grant,27/06/2016
455,Pterodromabaraui,0.4,,,,0.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,grant,27/06/2016
456,Pterodromaultima,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS?,97,,,,,,,,,,,,,,,,grant,27/06/2016
457,Pterodromacervicalis,,0.38,0.54,,,0.38,0.54,,1,,,,,,,,,,100,115,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,grant,27/06/2016
458,Pterodromaincerta,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS?,100,,,,,,,,,,,,,,,,grant,27/06/2016
459,Pterodromamagentae,,0.42,0.51,,,0.42,0.51,,1,,,,,52,,,,90,,,?,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,grant,27/06/2016
460,Pterodromalessonii,,0.58,0.81,,,0.58,0.81,,1,,,,,60,,,plus minus,112,,,,13,,,,,,,,5.5,,,,OS,109,,,,,,,,,,,,,,,,grant,27/06/2016
461,Ardennacreatopus,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,grant,27/06/2016
462,Calonectrisleucomelas,,0.44,0.55,,,0.44,0.55,,1,,,,,64,,,,,66,80,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,grant,27/06/2016
463,Macronecteshalli,3.8,,,,5,,,,1,,,,,,57,62,,,106,120,,66,,,,,,,,(4-11),4,11,,NS,199,,,,,,,,,,,,,,,,grant,27/06/2016
464,Ardennagravis,,0.72,0.95,,,0.72,0.95,,1,,,,,,53,57,,105,,,,,,,,,,,,,,,,,,100,118,,,,,,,,,,,,,,grant,27/06/2016
465,Procellariacinerea,1.13,,,,1.13,,,,1,,,,,,52,61,,93,110,120,,18,,,,,,,,7,,,,OS,,115,130,,,,,,,,,,,,,,grant,27/06/2016
466,Procellariawestlandica,,1.1,1.2,,,1.2,1.3,,1,,,,,,51,68,,130,,,,,,,,0,,,,12,,,,OS,,135,140,,,,,,,,,,,,,,grant,27/06/2016
467,Pelecanoidesgeorgicus,,0.09,0.15,,,0.09,0.15,,1,,,,,,44,52,,,42,60,,4.8,,,,,,,,2,,,,NSD,,30,38,,,,,,,,,,,,,,grant,27/06/2016
468,Puffinusassimilis,0.18,,,,0.26,,,,1,,,,,,52,58,,,70,75,,,,,,,,,,,,,,os,,55,67,,,,,,,,,,,,,,grant,27/06/2016
469,Pachyptilabelcheri,,0.12,0.18,,,0.12,0.18,,1,,,,,,43,47,,,43,69,,6.5,,,,,,,,6.7,,,,NS+,,56,59,,,,,,,,,,,,,,grant,27/06/2016
470,Halobaenacaerulea,,0.13,0.23,,,0.13,0.23,,1,,,,,,45,49,,,48,60,,7.2,,,,,,,,,,,,NS,,62,71,,,,,,,,,,,,,,grant,27/06/2016
471,Pterodromaaxillaris,0.2,,,,0.2,,,,1,,,,,,10,15,,,,,,,,,,,,,,,,,,,,63,71,,,,,,,,,,,,,,grant,27/06/2016
472,Pterodromanigripennis,,0.17,0.21,,,0.17,0.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,OS,,63,71,,,,,,,,,,,,,,grant,27/06/2016
473,Puffinuslherminieri,,0.15,0.23,,,0.15,0.23,,1,,,,,,49,51,,,62,75,,,,,,,,,,8,,,,NS+,,64,74,,,,,,,,,,,,,,grant,27/06/2016
474,Pterodromadefilippiana,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,?,,,,,,,,,,,,,grant,27/06/2016
475,Puffinusnativitatis,,0.32,0.34,,,0.32,0.34,,1,,,,,,50,54,,96,,,,,,,,,,,,,,,,,,71,81,,,,,,,,,,,,,,grant,27/06/2016
