fid,ord,fam,genus,species,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,breeding_dist,nest_locations,hatchling_type
399,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,nigrogularis,Phalacrocorax nigrogularis,Phalacrocoraxnigrogularis,,Socotra Cormorant,,,,,,VU,"A2bce+3ce+4bce;B2ab(i,ii,iii,iv,v)",2012,decreasing,STr,,
400,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,atriceps,Phalacrocorax atriceps,Phalacrocoraxatriceps,Leucocarbo atriceps ,Imperial Shag,,,,,,LC,,2014,unknown,SP,"O,CI",A
401,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,varius,Phalacrocorax varius,Phalacrocoraxvarius,,Great Pied Cormorant, Pied Cormorant, Australian Pied Cormorant, Pied Shag,,,LC,,2012,unknown,Tm,O,A
402,SULIFORMES,PHALACROCORACIDAE,Microcarbo,africanus,Microcarbo africanus,Microcarboafricanus,Phalacrocorax africanus,Long-tailed Cormorant, Long-tailed Cormorant,,,,,LC,,2012,decreasing,"STr,Tr","O,T",A
403,SULIFORMES,PHALACROCORACIDAE,Microcarbo,pygmaeus,Microcarbo pygmaeus,Microcarbopygmaeus,Halietor pygmeus|Phalacrocorax pygmaeus,Pygmy Cormorant,,,,,,LC,,2012,increasing,"Tm,STr",T,A
404,SULIFORMES,PHALACROCORACIDAE,Microcarbo,melanoleucos,Microcarbo melanoleucos,Microcarbomelanoleucos,Microcarbo melanoleucos melanoleucos|Phalacrocorax melanoleucos,Little Pied Cormorant, Little Shag,,,,,LC,,2012,unknown,"Tm,STr","T,O",A
405,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,punctatus,Phalacrocorax punctatus,Phalacrocoraxpunctatus,Stictocarbo punctatus punctatus,Spotted Shag,,,,,,LC,,2012,unknown,Tm,"CI,SI",A
406,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscescens,Phalacrocorax fuscescens,Phalacrocoraxfuscescens,,Black-faced Cormorant,,,,,,LC,,2012,unknown,Tm,"O,CI",A
407,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,sulcirostris,Phalacrocorax sulcirostris,Phalacrocoraxsulcirostris,,Little Black Cormorant, Little Black Shag,,,,,LC,,2012,unknown,"Tm,STr",T,A
408,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capillatus,Phalacrocorax capillatus,Phalacrocoraxcapillatus,,Japanese Cormorant,,,,,,LC,,2012,unknown,STr,CI,A
409,SULIFORMES,PHALACROCORACIDAE,Microcarbo,coronatus,Microcarbo coronatus,Microcarbocoronatus,Phalacrocorax coronatus,Crowned Cormorant,,,,,,NT,,2012,stable,Tm,"O,T",A
410,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,onslowi,Phalacrocorax onslowi,Phalacrocoraxonslowi,Leucocarbo onslowi onslowi,Chatham Shag, Chatham Shag, Chatham Island Shag,,,,CR,"B2ab(ii,iii,iv,v)",2012,decreasing,Tm,"O,SI,Cr",A
411,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carunculatus,Phalacrocorax carunculatus,Phalacrocoraxcarunculatus,Leucocarbo carunculatus carunculatus,Rough-faced Shag, Rough-faced Shag,,,,,VU,D1+2,2012,stable,Tm,"O,SI",A
412,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,chalconotus,Phalacrocorax chalconotus,Phalacrocoraxchalconotus,Leucocarbo chalconotus chalconotus,Stewart Shag, Bronze Shag, Bronzed Shag,,,,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(i)",2012,decreasing,Tm,"O,SI",A
413,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,ranfurlyi,Phalacrocorax ranfurlyi,Phalacrocoraxranfurlyi,Leucocarbo ranfurlyi ranfurlyi,Bounty Shag, Bounty Island Shag,,,,,VU,D1+2,2012,stable,Tm,CI,A
414,SULIFORMES,PHALACROCORACIDAE,Microcarbo,niger,Microcarbo niger,Microcarboniger,Phalacrocorax niger,Little Cormorant,,,,,,LC,,2012,unknown,"STr,Tr",T,A
415,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscicollis,Phalacrocorax fuscicollis,Phalacrocoraxfuscicollis,,Indian Cormorant,,,,,,LC,,2012,unknown,"STr,Tr",T,A
416,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,bougainvilliorum,Phalacrocorax bougainvilliorum,Phalacrocoraxbougainvilliorum,Phalacrocorax bougainvillii,Guanay Cormorant,,,,,,NT,,2014,decreasing,"Tm,STr","SI,O",A
417,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,featherstoni,Phalacrocorax featherstoni,Phalacrocoraxfeatherstoni,Stictocarbo featherstoni featherstoni,Pitt Shag,,,,,,EN,C1,2012,decreasing,Tm,Cl,A
418,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,perspicillatus,Phalacrocorax perspicillatus,Phalacrocoraxperspicillatus,,Spectacled Cormorant,,,,,,EX,,2012,,,,
,,,,,,,,,,,,,,,,,,,,
419,CHARADRIIFORMES,PLUVIANELLIDAE,Pluvianellus,socialis,Pluvianellus socialis,Pluvianellussocialis,,Magellanic Plover,,,,,,NT,,2012,stable,,,
420,CHARADRIIFORMES,PLUVIANIDAE,Pluvianus,aegyptius,Pluvianus aegyptius,Pluvianusaegyptius,,Egyptian Plover, Crocodile-bird,,,,,LC,,2012,decreasing,,,
,,,,,,,,,,,,,,,,,,,,
421,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,pycrofti,Pterodroma pycrofti,Pterodromapycrofti,,Pycroft's Petrel,,,,,,VU,D2,2012,increasing,Tm,Bu,SP
422,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,aequinoctialis,Procellaria aequinoctialis,Procellariaaequinoctialis,,White-chinned Petrel,,,,,,VU,A4bcde,2012,decreasing,"SP,Tr",Bu,SP
423,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,salvini,Pachyptila salvini,Pachyptilasalvini,,Salvin's Prion, Salvin's Prion,,,,,LC,,2012,stable,"SP,Tm","Bu,Cr",SP
424,PROCELLARIIFORMES,PROCELLARIIDAE,Thalassoica,antarctica,Thalassoica antarctica,Thalassoicaantarctica,,Antarctic Petrel,,,,,,LC,,2012,stable,"P,SP","Cr,SI",SP
425,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,newelli,Puffinus newelli,Puffinusnewelli,,Newell's Shearwater, Newell's Shearwater,,,,,EN,A2bce+3bce+4bce,2013,decreasing,Tr,"Bu,Cr",SP
426,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,puffinus,Puffinus puffinus,Puffinuspuffinus,,Manx Shearwater,,,,,,LC,,2012,decreasing,"SP,Tm",Bu,SP
427,PROCELLARIIFORMES,PROCELLARIIDAE,Pagodroma,nivea,Pagodroma nivea,Pagodromanivea,,Snow Petrel,,,,,,LC,,2012,stable,P,"CI,Cr",SP
428,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,phaeopygia,Pterodroma phaeopygia,Pterodromaphaeopygia,,Galapagos Petrel, Galapagos Petrel, Dark-rumped Petrel,,,,CR,A2bce,2013,decreasing,Tr,"Bu,Cr",SP
429,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,grisea,Ardenna grisea,Ardennagrisea,Ardenna grisea grisea|Puffinus griseus,Sooty Shearwater,,,,,,NT,,2012,decreasing,Tm,Bu,SP
430,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,sandwichensis,Pterodroma sandwichensis,Pterodromasandwichensis,,Hawaiian Petrel,,,,,,VU,"B2ab(iv,v)",2012,decreasing,Tr,"Bu,Cr",SP
431,PROCELLARIIFORMES,PROCELLARIIDAE,Daption,capense,Daption capense,Daptioncapense,,Cape Petrel, Pintado Petrel, Cape Pigeon,,,,LC,,2012,stable,"P,SP","CI,O",SP
432,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,parkinsoni,Procellaria parkinsoni,Procellariaparkinsoni,,Black Petrel, Black Petrel, Black (Parkinson's) Petrel,,,,VU,D2,2012,stable,Tm,Bu,SP
433,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bulwerii,Bulweria bulwerii,Bulweriabulwerii,,Bulwer's Petrel,,,,,,LC,,2012,stable,"STr,Tr",Cr,SP
434,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,borealis,Calonectris borealis,Calonectrisborealis,,Cory's Shearwater,,,,,,LC,,2014,decreasing,"Tm,STr","Bu,Cr",SP
435,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,urinatrix,Pelecanoides urinatrix,Pelecanoidesurinatrix,,Common Diving-petrel, Common Diving Petrel, Common Diving-Petrel,,,,LC,,2012,decreasing,Tm,"Bu,SI",SP
436,PROCELLARIIFORMES,PROCELLARIIDAE,Fulmarus,glacialoides,Fulmarus glacialoides,Fulmarusglacialoides,,Southern Fulmar, Antarctic Fulmar,,,,,LC,,2012,stable,"P,SP","SI,CI",SP
437,PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,giganteus,Macronectes giganteus,Macronectesgiganteus,,Southern Giant Petrel, Antarctic Giant-Petrel, Southern Giant Petrel, Southern Giant-Petrel,,,LC,,2012,increasing,P-Tm,O,SP
438,PROCELLARIIFORMES,PROCELLARIIDAE,Fulmarus,glacialis,Fulmarus glacialis,Fulmarusglacialis,,Northern Fulmar, Fulmar,,,,,LC,,2012,increasing,P-Tm,"O,CI",SP
439,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hypoleuca,Pterodroma hypoleuca,Pterodromahypoleuca,,Bonin Petrel,,,,,,LC,,2012,decreasing,STr,Bu,SP
440,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,pacifica,Ardenna pacifica,Ardennapacifica,Ardenna pacifica pacifica|Puffinus pacificus,Wedge-tailed Shearwater,,,,,,LC,,2012,decreasing,"STr, Tr",Bu,SP
441,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,longirostris,Pterodroma longirostris,Pterodromalongirostris,,Stejneger's Petrel,,,,,,VU,D2,2012,stable,SP-STr,,SP
442,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,turtur,Pachyptila turtur,Pachyptilaturtur,,Fairy Prion,,,,,,LC,,2012,stable,SP-STr,"Bu,Cr",SP
443,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,crassirostris,Pachyptila crassirostris,Pachyptilacrassirostris,,Fulmar Prion,,,,,,LC,,2012,stable,Tm,"Bu,Cr",SP
444,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,vittata,Pachyptila vittata,Pachyptilavittata,,Broad-billed Prion,,,,,,LC,,2012,decreasing,Tm,Bu,SP
445,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,desolata,Pachyptila desolata,Pachyptiladesolata,,Antarctic Prion, Dove Prion,,,,,LC,,2012,decreasing,"p,sp","Bu,Cr",sp
446,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cookii,Pterodroma cookii,Pterodromacookii,Pterodroma cooki cooki|Pterodroma cooki cooki,Cook's Petrel,,,,,,VU,A2e;D2,2012,increasing,STr,Bu,SP
447,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,leucoptera,Pterodroma leucoptera,Pterodromaleucoptera,,White-winged Petrel, Collared Petrel,,,,,VU,B2ab(v);D2,2012,decreasing,"Tm,Tr",Cr,SP
448,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,gavia,Puffinus gavia,Puffinusgavia,,Fluttering Shearwater,,,,,,LC,,2012,decreasing,"Tm,STr",Bu,SP
449,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,alba,Pterodroma alba,Pterodromaalba,,Phoenix Petrel,,,,,,EN,A3bce+4bce,2012,decreasing,"STr,Tr","Un,Cr",SP
450,PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,rostrata,Pseudobulweria rostrata,Pseudobulweriarostrata,Pterodroma rostrata rostrata|Pterodroma rostrata rostrata,Tahiti Petrel,,,,,,NT,,2012,decreasing,"Tm,STr",Bu,SP
451,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cahow,Pterodroma cahow,Pterodromacahow,,Bermuda Petrel, Cahow,,,,,EN,D,2012,increasing,STr,"Bu,Cr",SP
452,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,neglecta,Pterodroma neglecta,Pterodromaneglecta,,Kermadec Petrel,,,,,,LC,,2012,decreasing,"STr, Tr",O,SP
453,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,tenuirostris,Ardenna tenuirostris,Ardennatenuirostris,Ardenna tenuirostris tenuirostris|Puffinus tenuirostris,Short-tailed Shearwater,,,,,,LC,,2012,decreasing,STr,Bu,SP
454,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hasitata,Pterodroma hasitata,Pterodromahasitata,,Black-capped Petrel,,,,,,EN,"B2ab(i,ii,iii,iv,v)",2012,decreasing,STr,,SP
455,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,baraui,Pterodroma baraui,Pterodromabaraui,,Barau's Petrel,,,,,,EN,"B2ab(iii,v)",2012,decreasing,"STr,Tr",,SP
456,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,ultima,Pterodroma ultima,Pterodromaultima,,Murphy's Petrel,,,,,,NT,,2012,decreasing,"STr,Tr",,SP
457,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cervicalis,Pterodroma cervicalis,Pterodromacervicalis,,White-necked Petrel, White-naped Petrel,,,,,VU,D2,2012,increasing,Tm,Bu,SP
458,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,incerta,Pterodroma incerta,Pterodromaincerta,,Atlantic Petrel,,,,,,EN,B2ab(v),2012,decreasing,Tm,,SP
459,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,magentae,Pterodroma magentae,Pterodromamagentae,,Magenta Petrel, Chatham Island Taiko,,,,,CR,A2ce,2012,increasing,"Tm,STr","Bu,Un",SP
460,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,lessonii,Pterodroma lessonii,Pterodromalessonii,Pterodroma lessoni lessoni,White-headed Petrel,,,,,,LC,,2012,decreasing,"Tm,SP",Bu,SP
461,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,creatopus,Ardenna creatopus,Ardennacreatopus,Ardenna creatopus creatopus|Puffinus creatopus,Pink-footed Shearwater,,,,,,VU,D2,2012,unknown,STr,Bu,SP
462,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,leucomelas,Calonectris leucomelas,Calonectrisleucomelas,,Streaked Shearwater,,,,,,LC,,2012,decreasing,"STr,Tr",,SP
463,PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,halli,Macronectes halli,Macronecteshalli,,Northern Giant Petrel, Hall's Giant-Petrel, Northern Giant Petrel, Northern Giant-Petrel,,,LC,,2012,increasing,SP,"O,SI",SP
464,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,gravis,Ardenna gravis,Ardennagravis,Ardenna gravis gravis|Puffinus gravis,Great Shearwater, Greater Shearwater,,,,,LC,,2012,stable,"Tm,STr","Bu,Cr",SP
465,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,cinerea,Procellaria cinerea,Procellariacinerea,,Grey Petrel, Pediunker, Grey Shearwater, Gray Petrel,,,NT,,2012,decreasing,"SP,Tm",Bu,SP
466,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,westlandica,Procellaria westlandica,Procellariawestlandica,,Westland Petrel, Westland Black Petrel,,,,,VU,D2,2012,stable,Tm,Bu,SP
467,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,georgicus,Pelecanoides georgicus,Pelecanoidesgeorgicus,,South Georgia Diving-petrel, South Georgia Diving-Petrel, South Georgia Diving Petrel, South Georgian Diving Petrel, South Georgian Diving-Petrel,,LC,,2012,decreasing,Tm,Bu,SP
468,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,assimilis,Puffinus assimilis,Puffinusassimilis,,Little Shearwater,,,,,,LC,,2014,decreasing,"Tm,STr","bU,si",sp
469,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,belcheri,Pachyptila belcheri,Pachyptilabelcheri,,Slender-billed Prion, Slender-billed Prion,,,,,LC,,2012,stable,"SP,Tm",Bu,SP
470,PROCELLARIIFORMES,PROCELLARIIDAE,Halobaena,caerulea,Halobaena caerulea,Halobaenacaerulea,,Blue Petrel,,,,,,LC,,2012,stable,SP-Tm,"Bu,SI",SP
471,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,axillaris,Pterodroma axillaris,Pterodromaaxillaris,,Chatham Petrel, Chatham Islands Petrel, Chatham Island Petrel,,,,EN,A2bde+4bde,2013,increasing,Tm,SI,SP
472,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,nigripennis,Pterodroma nigripennis,Pterodromanigripennis,,Black-winged Petrel,,,,,,LC,,2012,decreasing,"STr,Tr",Bu,SP
473,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,lherminieri,Puffinus lherminieri,Puffinuslherminieri,,Audubon's Shearwater,,,,,,LC,,2014,decreasing,"STr,Tr",,SP
474,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,defilippiana,Pterodroma defilippiana,Pterodromadefilippiana,,Masatierra Petrel, Masatierra Petrel, Defilippi's Petrel, Defilippe's Petrel, Mas Atierra Petrel,,VU,D2,2012,stable,STr,,SP
475,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,nativitatis,Puffinus nativitatis,Puffinusnativitatis,,Christmas Shearwater, Christmas Shearwater,,,,,LC,,2012,stable,"STr,Tr","Cr,Un",SP
476,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,huttoni,Puffinus huttoni,Puffinushuttoni,,Hutton's Shearwater,,,,,,EN,"B2ab(ii,iii)",2012,stable,STr,SI,SP
477,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,fallax,Bulweria fallax,Bulweriafallax,,Jouanin's Petrel,,,,,,NT,,2012,increasing,Tr,,SP
478,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,opisthomelas,Puffinus opisthomelas,Puffinusopisthomelas,,Black-vented Shearwater,,,,,,NT,,2012,unknown,STr,Bu,SP
479,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,yelkouan,Puffinus yelkouan,Puffinusyelkouan,,Yelkouan Shearwater,,,,,,VU,A4bcde,2012,decreasing,Tm,"Cr,Um",SP
480,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,inexpectata,Pterodroma inexpectata,Pterodromainexpectata,,Mottled Petrel,,,,,,NT,,2014,decreasing,"SP,Tm","Bu,SI",SP
481,PROCELLARIIFORMES,PROCELLARIIDAE,Aphrodroma,brevirostris,Aphrodroma brevirostris,Aphrodromabrevirostris,Aphrodroma brevirostris |Lugensa brevirostris|Pterodroma brevirostris|Pterodroma brevirostris|Pterodroma brevirostris|Pterodroma brevirostris,Kerguelen Petrel,,,,,,LC,,2012,stable,"Tm,SP",Bu,SP
482,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,mollis,Pterodroma mollis,Pterodromamollis,,Soft-plumaged Petrel,,,,,,LC,,2012,stable,"SP,Tm",Bu,SP
483,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,feae,Pterodroma feae,Pterodromafeae,,Cape Verde Petrel,,,,,,NT,,2014,increasing,STr,Bu,SP
484,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,heraldica,Pterodroma heraldica,Pterodromaheraldica,,Herald Petrel,,,,,,LC,,2012,decreasing,"STr, Tr","Bu,SI",SP
485,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,arminjoniana,Pterodroma arminjoniana,Pterodromaarminjoniana,,Trindade Petrel, Herald Petrel,,,,,VU,D2,2012,stable,"STr,Tr","Bu,SI",SP
486,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,solandri,Pterodroma solandri,Pterodromasolandri,,Providence Petrel,,,,,,VU,D2,2012,increasing,"Tm,STr",Bu,SP
487,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,externa,Pterodroma externa,Pterodromaexterna,,Juan Fernandez Petrel, Juan Fernandez Petrel,,,,,VU,D2,2012,stable,"STr,Tr",Bu,SP
488,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,macroptera,Pterodroma macroptera,Pterodromamacroptera,,Great-winged Petrel,,,,,,LC,,2014,decreasing,Tm,"Bu,Cr,Un",sp
489,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,bulleri,Ardenna bulleri,Ardennabulleri,Ardenna bulleri bulleri|Puffinus bulleri,Buller's Shearwater,,,,,,VU,D2,2012,stable,STr,Bu,SP
490,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,carneipes,Ardenna carneipes,Ardennacarneipes,Ardenna carneipes carneipes|Puffinus carneipes,Flesh-footed Shearwater,,,,,,LC,,2012,stable,STr,"Bu,SI",SP
491,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,caribbaea,Pterodroma caribbaea,Pterodromacaribbaea,,Jamaican Petrel,,,,,,CR,D,2013,unknown,Tr,"Bu,Cr",SP
492,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,auricularis,Puffinus auricularis,Puffinusauricularis,,Townsend's Shearwater,,,,,,CR,"B2ab(i,ii,iii,v)",2013,decreasing,Tr,"Bu,Cr",SP
493,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,mauretanicus,Puffinus mauretanicus,Puffinusmauretanicus,,Balearic Shearwater,,,,,,CR,A4bcde,2013,decreasing,Tm,"Cr,Un",SP
494,PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,aterrima,Pseudobulweria aterrima,Pseudobulweriaaterrima,Pterodroma aterrima aterrima|Pterodroma aterrima aterrima|Pterodroma aterrima aterrima|Pterodroma aterrima aterrima,Mascarene Petrel, Reunion Petrel,,,,,CR,C2a(ii),2013,decreasing,STr,"Bu,Cr?",SP
495,PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,macgillivrayi,Pseudobulweria macgillivrayi,Pseudobulweriamacgillivrayi,Pterodroma macgillivrayi macgillivrayi|Pterodroma macgillivrayi macgillivrayi|Pterodroma macgillivrayi macgillivrayi,Fiji Petrel, MacGillivray's Petrel,,,,,CR,"C2a(i,ii);D",2013,decreasing,STr,,SP
496,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,Pterodroma atrata,Pterodromaatrata,,Henderson Petrel,,,,,,EN,B2ab(v),2012,decreasing,STr,,SP
497,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,madeira,Pterodroma madeira,Pterodromamadeira,,Zino's Petrel, Freira, Madeira Petrel,,,,EN,D,2012,stable,STr,,SP
498,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,magellani,Pelecanoides magellani,Pelecanoidesmagellani,,Magellanic Diving-petrel, Magellanic Diving Petrel, Magellanic Diving-Petrel,,,,LC,,2012,decreasing,Tm,Bu,SP
499,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,Procellaria conspicillata,Procellariaconspicillata,,Spectacled Petrel,,,,,,VU,D2,2013,increasing,Tm,Bu,SP
500,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,garnotii,Pelecanoides garnotii,Pelecanoidesgarnotii,Pelecanoides garnoti garnoti,Peruvian Diving-petrel, Peruvian Diving Petrel, Peruvian Diving-Petrel,,,,EN,"B2ab(iii,v)",2012,decreasing,"Tm,STr",Bu,SP
501,PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,becki,Pseudobulweria becki,Pseudobulweriabecki,Pterodroma becki becki|Pterodroma becki becki|Pterodroma becki becki,Beck's Petrel,,,,,,CR,C2a(ii),2013,decreasing,Tr,,SP
502,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,heinrothi,Puffinus heinrothi,Puffinusheinrothi,,Heinroth's Shearwater,,,,,,VU,D1+2,2013,stable,Tr,,SP
503,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,brevipes,Pterodroma brevipes,Pterodromabrevipes,,Collared Petrel,,,,,,VU,C2a(i);D1,2012,decreasing,Tr,"SI,Cr,U",SP
504,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bifax,Bulweria bifax,Bulweriabifax,,Small St Helena Petrel, St. Helena Bulwer's Petrel,,,,,EX,,2012,,,,
505,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,diomedea,Calonectris diomedea,Calonectrisdiomedea,,Scopoli's Shearwater,,,,,,LC,,2014,decreasing,,,
506,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,edwardsii,Calonectris edwardsii,Calonectrisedwardsii,,Cape Verde Shearwater,,,,,,NT,,2012,decreasing,,,
507,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,deserta,Pterodroma deserta,Pterodromadeserta,,Desertas Petrel,,,,,,VU,D1+2,2014,stable,,,
508,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,gouldi,Pterodroma gouldi,Pterodromagouldi,,Grey-faced Petrel,,,,,,LC,,2014,decreasing,,,
509,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,rupinarum,Pterodroma rupinarum,Pterodromarupinarum,,Large St Helena Petrel, St Helena Gadfly Petrel,,,,,EX,,2012,,,,
510,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bailloni,Puffinus bailloni,Puffinusbailloni,,Tropical Shearwater,,,,,,LC,,2014,stable,,,
511,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bannermani,Puffinus bannermani,Puffinusbannermani,,Bannerman's Shearwater,,,,,,EN,B2ab(v),2014,decreasing,,,
512,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bryani,Puffinus bryani,Puffinusbryani,,Bryan's Shearwater,,,,,,CR,"C2a(i,ii)",2014,decreasing,,,
513,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,elegans,Puffinus elegans,Puffinuselegans,,Subantarctic Shearwater,,,,,,LC,,2014,decreasing,,,
514,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,persicus,Puffinus persicus,Puffinuspersicus,,Persian Shearwater,,,,,,LC,,2014,decreasing,,,
515,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,subalaris,Puffinus subalaris,Puffinussubalaris,,Galapagos Shearwater,,,,,,LC,,2014,decreasing,,,
,,,,,,,,,,,,,,,,,,,,
516,CHARADRIIFORMES,RECURVIROSTRIDAE,Cladorhynchus,leucocephalus,Cladorhynchus leucocephalus,Cladorhynchusleucocephalus,,Banded Stilt,,,,,,LC,,2012,stable,,,
517,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,Himantopus himantopus,Himantopushimantopus,Himantopus leucocephalus|Himantopus mexicanus,Black-winged Stilt,,,,,,LC,,2014,increasing,,,
518,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,novaezelandiae,Himantopus novaezelandiae,Himantopusnovaezelandiae,,Black Stilt,,,,,,CR,D,2013,increasing,,,
519,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,americana,Recurvirostra americana,Recurvirostraamericana,,American Avocet,,,,,,LC,,2012,stable,,,
520,CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,andina,Recurvirostra andina,Recurvirostraandina,,Andean Avocet,,,,,,LC,,2012,unknown,,,
