feature_id,species_id,cite_id,citation_name,,,,,,,,,,,,,,,,,,
242,Hydrobatesleucorhous,,BBL,,,,,,,,,,,,,,,,,,
243,Hydrobatesmacrodactylus,,None,,,,,,,,,,,,,,,,,,
244,Hydrobatesmarkhami,,Warham 1990,,,,,,,,,,,,,,,,,,
244,Hydrobatesmarkhami,,Carboneras 1992,,,,,,,,,,,,,,,,,,
245,Hydrobatesmatsudairae,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
245,Hydrobatesmatsudairae,,Carboneras 1992,,,,,,,,,,,,,,,,,,
246,Hydrobatesmelania,,Warham 1990,,,,,,,,,,,,,,,,,,
246,Hydrobatesmelania,,Carboneras 1992,,,,,,,,,,,,,,,,,,
247,Hydrobatesmicrosoma,,Carboneras 1992,,,,,,,,,,,,,,,,,,
247,Hydrobatesmicrosoma,,Hamer K. pers. comm.,,,,,,,,,,,,,,,,,,
248,Hydrobatesmonorhis,,Carboneras 1992,,,,,,,,,,,,,,,,,,
249,Hydrobatesmonteiroi,,Bolton et al 2008,,,,,,,,,,,,,,,,,,
250,Hydrobatespelagicus,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
250,Hydrobatespelagicus,,Warham 1990,,,,,,,,,,,,,,,,,,
250,Hydrobatespelagicus,,Warham 1996,,,,,,,,,,,,,,,,,,
251,Hydrobatestethys,,Carboneras 1992,,,,,,,,,,,,,,,,,,
252,Hydrobatestristrami,,Warham 1990,,,,,,,,,,,,,,,,,,
252,Hydrobatestristrami,,Carboneras 1992,,,,,,,,,,,,,,,,,,
253,Ibidorhynchastruthersii,,None,,,,,,,,,,,,,,,,,,
254,Actophilornisafricanus,,None,,,,,,,,,,,,,,,,,,
255,Actophilornisalbinucha,,None,,,,,,,,,,,,,,,,,,
256,Hydrophasianuschirurgus,,None,,,,,,,,,,,,,,,,,,
257,Irediparragallinacea,,None,,,,,,,,,,,,,,,,,,
258,Jacanajacana,,None,,,,,,,,,,,,,,,,,,
259,Jacanaspinosa,,None,,,,,,,,,,,,,,,,,,
260,Metopidiusindicus,,None,,,,,,,,,,,,,,,,,,
261,Microparracapensis,,None,,,,,,,,,,,,,,,,,,
262,Anousminutus,,Tarburton 1987,,,,,,,,,,,,,,,,,,
262,Anousminutus,,Gauger 1999,,,,,,,,,,,,,,,,,,
263,Anousstolidus,,Brown 1976,,,,,,,,,,,,,,,,,,
263,Anousstolidus,,BBL,,,,,,,,,,,,,,,,,,
264,Anoustenuirostris,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
264,Anoustenuirostris,,Ramos et al 2004,,,,,,,,,,,,,,,,,,
265,Chlidoniasalbostriatus,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
266,Chlidoniashybrida,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
266,Chlidoniashybrida,,Bakaria et al 2002,,,,,,,,,,,,,,,,,,
267,Chlidoniasleucopterus,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
268,Chlidoniasniger,,Dunne and Agro 1995,,,,,,,,,,,,,,,,,,
268,Chlidoniasniger,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
268,Chlidoniasniger,,BBL,,,,,,,,,,,,,,,,,,
268,Chlidoniasniger,,Shealer unpubl.,,,,,,,,,,,,,,,,,,
269,Creagrusfurcatus,,Harris 1979b,,,,,,,,,,,,,,,,,,
269,Creagrusfurcatus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
269,Creagrusfurcatus,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
270,Gelochelidonmacrotarsa,,None,,,,,,,,,,,,,,,,,,
271,Gelochelidonnilotica,,Bent 1921,,,,,,,,,,,,,,,,,,
271,Gelochelidonnilotica,,Sears 1978,,,,,,,,,,,,,,,,,,
271,Gelochelidonnilotica,,Parnell et al 1995,,,,,,,,,,,,,,,,,,
271,Gelochelidonnilotica,,BBL,,,,,,,,,,,,,,,,,,
272,Gygisalba,,Neithammer and Patrick 1998,,,,,,,,,,,,,,,,,,
272,Gygisalba,,Schreiber E.A. unpubl.,,,,,,,,,,,,,,,,,,
272,Gygisalba,,BBL,,,,,,,,,,,,,,,,,,
273,Gygismicrorhyncha,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
273,Gygismicrorhyncha,,Higgins and Davis 1996,,,,,,,,,,,,,,,,,,
274,Hydrocoloeusminutus,,Veen 1980,,,,,,,,,,,,,,,,,,
274,Hydrocoloeusminutus,,Ewins and Weseloh 1999,,,,,,,,,,,,,,,,,,
275,Hydroprognecaspia,,Quinn 1990,,,,,,,,,,,,,,,,,,
275,Hydroprognecaspia,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
275,Hydroprognecaspia,,Cuthbert and Wires 1999,,,,,,,,,,,,,,,,,,
275,Hydroprognecaspia,,BBL,,,,,,,,,,,,,,,,,,
275,Hydroprognecaspia,,Barlow and Dowding 2002,,,,,,,,,,,,,,,,,,
276,Larosternainca,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Kadlec and Drury 1968,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Pierotti 1979,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Pierotti 1982,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Dunn and Brisbin 1980,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Pierotti and Good 1994,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,BBL,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Bryant and Furness 1995,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Pons and Migot 1995,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Chabryzk and Coulson 1976,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Poole et al 1998,,,,,,,,,,,,,,,,,,
277,Larusargentatus,,Breton et al 2008,,,,,,,,,,,,,,,,,,
278,Larusarmenicus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
279,Larusatlanticus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
280,Larusatricilla,,Schreiber et al 1979,,,,,,,,,,,,,,,,,,
280,Larusatricilla,,Schreiber and Schreiber 1980,,,,,,,,,,,,,,,,,,
280,Larusatricilla,,Burger 1996,,,,,,,,,,,,,,,,,,
281,Larusaudouinii,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
282,Larusbelcheri,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
283,Larusbrunnicephalus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
284,Larusbulleri,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
285,Laruscachinnans,,None,,,,,,,,,,,,,,,,,,
286,Laruscalifornicus,,Winkler 1983,,,,,,,,,,,,,,,,,,
286,Laruscalifornicus,,Winkler 1996,,,,,,,,,,,,,,,,,,
286,Laruscalifornicus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
286,Laruscalifornicus,,BBL,,,,,,,,,,,,,,,,,,
287,Laruscanus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
288,Laruscirrocephalus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
289,Laruscrassirostris,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
290,Larusdelawarensis,,Vermeer 1970,,,,,,,,,,,,,,,,,,
290,Larusdelawarensis,,Evans 1990,,,,,,,,,,,,,,,,,,
290,Larusdelawarensis,,Ryder 1993,,,,,,,,,,,,,,,,,,
290,Larusdelawarensis,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
291,Larusdominicanus,,Higgins and Davis 1996,,,,,,,,,,,,,,,,,,
291,Larusdominicanus,,Mills 1973,,,,,,,,,,,,,,,,,,
291,Larusdominicanus,,Mills 1989,,,,,,,,,,,,,,,,,,
291,Larusdominicanus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
291,Larusdominicanus,,Mills et al 1996,,,,,,,,,,,,,,,,,,
291,Larusdominicanus,,Altwegg et al 2007,,,,,,,,,,,,,,,,,,
292,Larusfuliginosus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
293,Larusfuscus,,Harris 1964,,,,,,,,,,,,,,,,,,
293,Larusfuscus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
293,Larusfuscus,,Poole et al 1998,,,,,,,,,,,,,,,,,,
293,Larusfuscus,,Wanless et al 1996,,,,,,,,,,,,,,,,,,
294,Larusgenei,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
294,Larusgenei,,Oro 2002,,,,,,,,,,,,,,,,,,
295,Larusglaucescens,,Vermeer 1963,,,,,,,,,,,,,,,,,,
295,Larusglaucescens,,Verbeek 1993,,,,,,,,,,,,,,,,,,
295,Larusglaucescens,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
295,Larusglaucescens,,BBL,,,,,,,,,,,,,,,,,,
295,Larusglaucescens,,Reid 1987,,,,,,,,,,,,,,,,,,
296,Larusglaucoides,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
297,Larushartlaubii,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
298,Larusheermanni,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
299,Larushemprichii,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
300,Larushyperboreus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
301,Larusichthyaetus,,Harris 1964,,,,,,,,,,,,,,,,,,
301,Larusichthyaetus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
302,Larusleucophthalmus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
303,Laruslivens,,Carmona 1993,,,,,,,,,,,,,,,,,,
303,Laruslivens,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
303,Laruslivens,,Patten 1996,,,,,,,,,,,,,,,,,,
304,Larusmaculipennis,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
305,Larusmarinus,,Cramp and Simmons 1983,,,,,,,,,,,,,,,,,,
305,Larusmarinus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
305,Larusmarinus,,Good 1998,,,,,,,,,,,,,,,,,,
305,Larusmarinus,,BBL,,,,,,,,,,,,,,,,,,
306,Larusmelanocephalus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
307,Larusmichahellis,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
308,Larusmodestus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
309,Larusnovaehollandiae,,Nichols 1974,,,,,,,,,,,,,,,,,,
309,Larusnovaehollandiae,,Harrison 1983,,,,,,,,,,,,,,,,,,
309,Larusnovaehollandiae,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
310,Larusoccidentalis,,Bellose 1983,,,,,,,,,,,,,,,,,,
310,Larusoccidentalis,,Carmona 1993,,,,,,,,,,,,,,,,,,
310,Larusoccidentalis,,Pierotti and Annett 1995,,,,,,,,,,,,,,,,,,
310,Larusoccidentalis,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
310,Larusoccidentalis,,BBL,,,,,,,,,,,,,,,,,,
310,Larusoccidentalis,,Spear et al 1987,,,,,,,,,,,,,,,,,,
311,Laruspacificus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
312,Larusphiladelphia,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
313,Laruspipixcan,,Burger 1972,,,,,,,,,,,,,,,,,,
313,Laruspipixcan,,Burger 1974,,,,,,,,,,,,,,,,,,
313,Laruspipixcan,,Burger and Gochfeld 1994,,,,,,,,,,,,,,,,,,
313,Laruspipixcan,,BBL,,,,,,,,,,,,,,,,,,
314,Larusrelictus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
315,Larusridibundus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
315,Larusridibundus,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
315,Larusridibundus,,Pr&#233;vot-Julliard et al 1998,,,,,,,,,,,,,,,,,,
316,Larusschistisagus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
317,Larusscopulinus,,Higgins and Davis 1996,,,,,,,,,,,,,,,,,,
317,Larusscopulinus,,Mills 1989,,,,,,,,,,,,,,,,,,
317,Larusscopulinus,,Mills et al 1996,,,,,,,,,,,,,,,,,,
318,Larusscoresbii,,Yorio et al 1996,,,,,,,,,,,,,,,,,,
319,Larusserranus,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
320,Larussmithsonianus,,None,,,,,,,,,,,,,,,,,,
321,Larusthayeri,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
322,Onychoprionaleuticus,,Baird 1986,,,,,,,,,,,,,,,,,,
322,Onychoprionaleuticus,,North 1997,,,,,,,,,,,,,,,,,,
323,Onychoprionanaethetus,,Haney et al 1999,,,,,,,,,,,,,,,,,,
323,Onychoprionanaethetus,,Higgins and Davis 1996,,,,,,,,,,,,,,,,,,
323,Onychoprionanaethetus,,Dunlop and Jenkins 1992,,,,,,,,,,,,,,,,,,
323,Onychoprionanaethetus,,Dunlop and Jenkins 1994,,,,,,,,,,,,,,,,,,
324,Onychoprionfuscatus,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
324,Onychoprionfuscatus,,BBL,,,,,,,,,,,,,,,,,,
325,Onychoprionlunatus,,Amerson and Shelton 1976,,,,,,,,,,,,,,,,,,
325,Onychoprionlunatus,,Mostello et al 2000,,,,,,,,,,,,,,,,,,
326,Pagophilaeburnea,,Cramp and Simmons 1983,,,,,,,,,,,,,,,,,,
326,Pagophilaeburnea,,Haney and Macdonald 1995,,,,,,,,,,,,,,,,,,
326,Pagophilaeburnea,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
326,Pagophilaeburnea,,Stenhouse et al 2004,,,,,,,,,,,,,,,,,,
326,Pagophilaeburnea,,Vuilleumier 1995,,,,,,,,,,,,,,,,,,
327,Phaetusasimplex,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
328,Procelsternaalbivitta,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
329,Procelsternacerulea,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
330,Rhodostethiarosea,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
330,Rhodostethiarosea,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
331,Rissabrevirostris,,Byrd and Williams 1993a,,,,,,,,,,,,,,,,,,
331,Rissabrevirostris,,Hatch et al 1993,,,,,,,,,,,,,,,,,,
331,Rissabrevirostris,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
331,Rissabrevirostris,,Welcker 2010,,,,,,,,,,,,,,,,,,
331,Rissabrevirostris,,BBL,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Coulson and White 1956,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Coulson and White 1959,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Hatch et al 1993,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Baird 1994,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,BBL,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Bryant and Furness 1995,,,,,,,,,,,,,,,,,,
332,Rissatridactyla,,Rothery et al 2002,,,,,,,,,,,,,,,,,,
333,Rynchopsalbicollis,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
334,Rynchopsflavirostris,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
335,Rynchopsniger,,Quinn 1990,,,,,,,,,,,,,,,,,,
335,Rynchopsniger,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
335,Rynchopsniger,,BBL,,,,,,,,,,,,,,,,,,
335,Rynchopsniger,,Dinsmore 2008,,,,,,,,,,,,,,,,,,
336,Saundersilarussaundersi,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
337,Sternaacuticauda,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
338,Sternaaurantia,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
338,Sternaaurantia,,Mundkur 1992,,,,,,,,,,,,,,,,,,
339,Sternadougallii,,Nisbet 1989,,,,,,,,,,,,,,,,,,
339,Sternadougallii,,Gochfeld et al 1998,,,,,,,,,,,,,,,,,,
339,Sternadougallii,,Spendelow et al 1995,,,,,,,,,,,,,,,,,,
339,Sternadougallii,,BBL,,,,,,,,,,,,,,,,,,
339,Sternadougallii,,Ramos 2002,,,,,,,,,,,,,,,,,,
339,Sternadougallii,,Monticelli 2008,,,,,,,,,,,,,,,,,,
340,Sternaforsteri,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
341,Sternahirundinacea,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
341,Sternahirundinacea,,Szostek et al 2014,,,,,,,,,,,,,,,,,,
342,Sternahirundo,,Austin and Austin 1956,,,,,,,,,,,,,,,,,,
342,Sternahirundo,,Gonz&#225;lez-Sol&#237;s et al 1999,,,,,,,,,,,,,,,,,,
342,Sternahirundo,,Robinson et al 2001,,,,,,,,,,,,,,,,,,
342,Sternahirundo,,Nisbet I.C.T. unpubl.,,,,,,,,,,,,,,,,,,
342,Sternahirundo,,BBL,,,,,,,,,,,,,,,,,,
342,Sternahirundo,,Dittmann et al 2001,,,,,,,,,,,,,,,,,,
343,Sternaparadisaea,,Cullen 1957,,,,,,,,,,,,,,,,,,
343,Sternaparadisaea,,Langham 1983,,,,,,,,,,,,,,,,,,
343,Sternaparadisaea,,Robinson and Hamer 2000,,,,,,,,,,,,,,,,,,
343,Sternaparadisaea,,Robinson et al 2001,,,,,,,,,,,,,,,,,,
343,Sternaparadisaea,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
343,Sternaparadisaea,,BBL,,,,,,,,,,,,,,,,,,
344,Sternarepressa,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
345,Sternastriata,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
346,Sternasumatrana,,Langham 1983,,,,,,,,,,,,,,,,,,
346,Sternasumatrana,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
347,Sternatrudeaui,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
348,Sternavirgata,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
348,Sternavirgata,,Higgins and Davis 1996,,,,,,,,,,,,,,,,,,
349,Sternavittata,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
349,Sternavittata,,Higgins and Davis 1996,,,,,,,,,,,,,,,,,,
350,Sternulaalbifrons,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
350,Sternulaalbifrons,,Hongell 1989,,,,,,,,,,,,,,,,,,
350,Sternulaalbifrons,,Oro et al 2004,,,,,,,,,,,,,,,,,,
350,Sternulaalbifrons,,Scarton 2008,,,,,,,,,,,,,,,,,,
351,Sternulaantillarum,,Hays 1980,,,,,,,,,,,,,,,,,,
351,Sternulaantillarum,,Massey et al 1992,,,,,,,,,,,,,,,,,,
351,Sternulaantillarum,,Collins et al 1996,,,,,,,,,,,,,,,,,,
351,Sternulaantillarum,,Thompson et al 1997,,,,,,,,,,,,,,,,,,
351,Sternulaantillarum,,BBL,,,,,,,,,,,,,,,,,,
352,Sternulabalaenarum,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
353,Sternulalorata,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
353,Sternulalorata,,Zavalaga et al 2001,,,,,,,,,,,,,,,,,,
354,Sternulanereis,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
355,Sternulasaundersi,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
356,Sternulasuperciliaris,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
357,Thalasseusbengalensis,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
358,Thalasseusbergii,,Langham 1983,,,,,,,,,,,,,,,,,,
358,Thalasseusbergii,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
359,Thalasseusbernsteini,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
359,Thalasseusbernsteini,,Pym T. pers. comm.,,,,,,,,,,,,,,,,,,
360,Thalasseuselegans,,Schaffner 1982,,,,,,,,,,,,,,,,,,
360,Thalasseuselegans,,Burness et al 1999,,,,,,,,,,,,,,,,,,
361,Thalasseusmaximus,,Gochfeld and Burger 1996,,,,,,,,,,,,,,,,,,
361,Thalasseusmaximus,,BBL,,,,,,,,,,,,,,,,,,
361,Thalasseusmaximus,,Collins and Doherty 2006,,,,,,,,,,,,,,,,,,
362,Thalasseussandvicensisacuflavida,,Langham 1974,,,,,,,,,,,,,,,,,,
362,Thalasseussandvicensisacuflavida,,Shealer 1999,,,,,,,,,,,,,,,,,,
362,Thalasseussandvicensisacuflavida,,BBL,,,,,,,,,,,,,,,,,,
363,Thalasseussandvicensiseurygnatha,,Shealer 1999,,,,,,,,,,,,,,,,,,
364,Xemasabini,,Burger and Gochfeld 1996,,,,,,,,,,,,,,,,,,
364,Xemasabini,,Stenhouse et al 2001,,,,,,,,,,,,,,,,,,
365,Fregettagrallaria,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
365,Fregettagrallaria,,Warham 1990,,,,,,,,,,,,,,,,,,
365,Fregettagrallaria,,Warham 1996,,,,,,,,,,,,,,,,,,
366,Fregettamaoriana,,Cohen et al 2004,,,,,,,,,,,,,,,,,,
367,Fregettatropica,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
367,Fregettatropica,,Warham 1990,,,,,,,,,,,,,,,,,,
367,Fregettatropica,,Warham 1996,,,,,,,,,,,,,,,,,,
368,Garrodianereis,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
368,Garrodianereis,,Warham 1990,,,,,,,,,,,,,,,,,,
368,Garrodianereis,,Warham 1996,,,,,,,,,,,,,,,,,,
369,Nesofregettafuliginosa,,Carboneras 1992,,,,,,,,,,,,,,,,,,
369,Nesofregettafuliginosa,,Schreiber E.A. unpubl.,,,,,,,,,,,,,,,,,,
370,Oceanitesgracilis,,Carboneras 1992,,,,,,,,,,,,,,,,,,
371,Oceanitesgracilisgalapagoensis,,None,,,,,,,,,,,,,,,,,,
372,Oceanitesoceanicus,,Croxall 1981,,,,,,,,,,,,,,,,,,
372,Oceanitesoceanicus,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
372,Oceanitesoceanicus,,Warham 1996,,,,,,,,,,,,,,,,,,
373,Oceanitesoceanicuschilensis,,Harrison et al 2013,,,,,,,,,,,,,,,,,,
374,Oceanitesoceanicusexasperatus,,Beck and Brown 1972,,,,,,,,,,,,,,,,,,
375,Oceanitesoceanicusoceanicus,,Jouventin et al 1985,,,,,,,,,,,,,,,,,,
376,Oceanitespincoyae,,Harrison et al 2013,,,,,,,,,,,,,,,,,,
377,Pelagodromamarina,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
377,Pelagodromamarina,,Warham 1990,,,,,,,,,,,,,,,,,,
377,Pelagodromamarina,,Warham 1996,,,,,,,,,,,,,,,,,,
378,Pedionomustorquatus,,None,,,,,,,,,,,,,,,,,,
379,Pelecanusconspicillatus,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
379,Pelecanusconspicillatus,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
380,Pelecanuscrispus,,Crivelli 1987,,,,,,,,,,,,,,,,,,
380,Pelecanuscrispus,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
381,Pelecanuserythrorhynchos,,Evans and Knopf 1993,,,,,,,,,,,,,,,,,,
381,Pelecanuserythrorhynchos,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
382,Pelecanusoccidentalis,,Schreiber 1976,,,,,,,,,,,,,,,,,,
382,Pelecanusoccidentalis,,Pennycuick 1983,,,,,,,,,,,,,,,,,,
382,Pelecanusoccidentalis,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
383,Pelecanusonocrotalus,,Pyrovetsi 1989,,,,,,,,,,,,,,,,,,
383,Pelecanusonocrotalus,,Hatziliacou 1992,,,,,,,,,,,,,,,,,,
383,Pelecanusonocrotalus,,Carboneras 1992,,,,,,,,,,,,,,,,,,
383,Pelecanusonocrotalus,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
384,Pelecanusphilippensis,,Nagulu 1984,,,,,,,,,,,,,,,,,,
384,Pelecanusphilippensis,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
385,Pelecanusrufescens,,Burke and Brown 1970,,,,,,,,,,,,,,,,,,
385,Pelecanusrufescens,,Din and Eltringham 1974,,,,,,,,,,,,,,,,,,
385,Pelecanusrufescens,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
386,Pelecanusthagus,,None,,,,,,,,,,,,,,,,,,
387,Phaethonaethereus,,Stonehouse 1962,,,,,,,,,,,,,,,,,,
387,Phaethonaethereus,,Harris 1979b,,,,,,,,,,,,,,,,,,
387,Phaethonaethereus,,Orta 1992,,,,,,,,,,,,,,,,,,
388,Phaethonlepturus,,Stonehouse 1962,,,,,,,,,,,,,,,,,,
388,Phaethonlepturus,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
388,Phaethonlepturus,,Lee and Walsh-McGehee 1998,,,,,,,,,,,,,,,,,,
388,Phaethonlepturus,,Ramos et al 2005,,,,,,,,,,,,,,,,,,
389,Phaethonrubricauda,,Fleet 1974,,,,,,,,,,,,,,,,,,
389,Phaethonrubricauda,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
389,Phaethonrubricauda,,Schreiber and Schreiber 1993,,,,,,,,,,,,,,,,,,
389,Phaethonrubricauda,,BBL,,,,,,,,,,,,,,,,,,
389,Phaethonrubricauda,,Schreiber et al 2004,,,,,,,,,,,,,,,,,,
389,Phaethonrubricauda,,Oikos in press,,,,,,,,,,,,,,,,,,
390,Microcarboafricanus,,Orta 1992,,,,,,,,,,,,,,,,,,
390,Microcarboafricanus,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
391,Microcarbocoronatus,,Orta 1992,,,,,,,,,,,,,,,,,,
391,Microcarbocoronatus,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
392,Microcarbomelanoleucos,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
392,Microcarbomelanoleucos,,Orta 1992,,,,,,,,,,,,,,,,,,
393,Microcarboniger,,Orta 1992,,,,,,,,,,,,,,,,,,
393,Microcarboniger,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
394,Microcarbopygmaeus,,Orta 1992,,,,,,,,,,,,,,,,,,
394,Microcarbopygmaeus,,Johnsgard 1993,,,,,,,,,,,,,,,,,,
395,Phalacrocoraxbransfieldensis,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
395,Phalacrocoraxbransfieldensis,,Orta 1992,,,,,,,,,,,,,,,,,,
396,Phalacrocoraxgeorgianus,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
396,Phalacrocoraxgeorgianus,,Orta 1992,,,,,,,,,,,,,,,,,,
397,Phalacrocoraxaristotelis,,Potts 1969,,,,,,,,,,,,,,,,,,
397,Phalacrocoraxaristotelis,,Cody 1973,,,,,,,,,,,,,,,,,,
