fid,ord,fam,genus,species,subspecies,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,total_population,breeding_dist,nest_locations,hatchling_type,feature_id,species_id,female_mass_mean,female_mass_lower,female_mass_upper,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,culmen,tarsus,tail,bmr,rmr,dee,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,egg_mass,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,reproductive_success,hatching_success,fledging_success,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,feeds_per_day,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,fledgling_mass,ratio_fledgling_to_adult,wing_loading,aspect_ratio,first_year_survival,second_year_survival,survival_to_breeding,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,migration_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,username,dt
188,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,sanfordi,,Diomedea sanfordi,Diomedeasanfordi,,Northern Royal Albatross,,,,,,EN,"A4bc;B2ab(iii,v)",2013,decreasing,,TM,O,SP,188,Diomedeasanfordi,,,,,,,,,,,,,,,1,,,,,79,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
193,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,fusca,,Phoebetria fusca,Phoebetriafusca,,Sooty Albatross, Dark-mantled Sooty Albatross,,,,,EN,A4bd,2012,decreasing,,Tm,"Cl,Sl",SP,193,Phoebetriafusca,2.4,,,,2.7,,,,,,,,,,1,,,,243,,69,72,,,140,167,,,,,,,,,,0,,,,2.9,,,,,,,,5,15,+,NS,,,205,213,,30,,,+,95,,,,,,,grant,27/06/2016
196,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,carteri,,Thalassarche carteri,Thalassarchecarteri,,Indian Yellow-nosed Albatross,,,,,,EN,A4bde,2012,decreasing,,"Tm,SP","O,Sl",SP,196,Thalassarchecarteri,,,,,,,,,,,,,,,1,,,,,,7,78,,130,,,c,,,,,,,,,,,,,,,,,,,,9,,,ca,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
198,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chlororhynchos,,Thalassarche chlororhynchos,Thalassarchechlororhynchos,,Atlantic Yellow-nosed Albatross, Yellow-nosed Albatross,,,,,EN,A4bd;B2ab(v),2012,decreasing,,"Tm,SP","O,Cl,Sl",SP,198,Thalassarchechlororhynchos,2.5,2.4,2.9,,2.5,2.4,2.9,,,,,,,,1,,,,180,,71,78,,120,,,c,,,,60,,,,,,,,,,,,,,,,9,,,ca,OS,,,200,256,,37,,,+,,,,,,,,grant,27/06/2016
199,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chrysostoma,,Thalassarche chrysostoma,Thalassarchechrysostoma,Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma,Grey-headed Albatross, Grey-headed Mollymawk, Gray-headed Albatross,,,,EN,A4bd,2013,decreasing,,"Tm,SP",O,SP,199,Thalassarchechrysostoma,,3,3.6,,,3.4,3.7,,,,,,,,1,,,,276,,69,78,,141,,,c,,,,63,,,,,,,,,4.7,,,,,,,,7,13,,OS,,,180,218,,30,,,+,95,,,,,,,grant,27/06/2016
229,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,chathamensis,,Haematopus chathamensis,Haematopuschathamensis,,Chatham Oystercatcher, Chatham Islands Oystercatcher, Chatham Island Pied Oystercatcher,,,,EN,D,2012,increasing,,,,,229,Haematopuschathamensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
240,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,homochroa,,Hydrobates homochroa,Hydrobateshomochroa,Oceanodroma homochroa,Ashy Storm-petrel,,,,,,EN,A2ce+3ce,2013,decreasing,,STr,Cr,SP,240,Hydrobateshomochroa,0.039,,,,0.039,,,,,,,,,,1,,,,,44.8,42,59,,84.4,72,119,,,,,,,,,,0,,,,,,,,,,,,,,,"NS,OS",,,,,,8,,,,,,,,,,,grant,27/06/2016
265,CHARADRIIFORMES,LARIDAE,Chlidonias,albostriatus,,Chlidonias albostriatus,Chlidoniasalbostriatus,Chlidonias albostriatus|Chlidonias albostriatus|Chlidonias albostriatus|Sterna albostriata,Black-fronted Tern,,,,,,EN,A2bce+3bce+4bce,2012,decreasing,,Tm,O,SP,265,Chlidoniasalbostriatus,,,,,,,,,,,,,,,1,,,,,,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
284,CHARADRIIFORMES,LARIDAE,Larus,bulleri,,Larus bulleri,Larusbulleri,,Black-billed Gull,,,,,,EN,A2ce+3ce+4ce,2012,decreasing,,Tm,,SP,284,Larusbulleri,,0.19,0.27,,,0.19,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
337,CHARADRIIFORMES,LARIDAE,Sterna,acuticauda,,Sterna acuticauda,Sternaacuticauda,,Black-bellied Tern,,,,,,EN,A2cde+3cde+4cde,2012,decreasing,,"STr,Tr",O,SP,337,Sternaacuticauda,,,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
353,CHARADRIIFORMES,LARIDAE,Sternula,lorata,,Sternula lorata,Sternulalorata,Sterna lorata,Peruvian Tern,,,,,,EN,C2a(i),2012,decreasing,,Tr,O,SP,353,Sternulalorata,,,,,,,,,,,,,,,,1,2,,,,22,29,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
369,PROCELLARIIFORMES,OCEANITIDAE,Nesofregetta,fuliginosa,,Nesofregetta fuliginosa,Nesofregettafuliginosa,,Polynesian Storm-petrel, White-throated Storm Petrel,,,,,EN,C2a(i),2012,decreasing,,"STr,Tr","Un,Cr",SP,369,Nesofregettafuliginosa,,0.055,0.115,,,0.055,0.115,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
378,CHARADRIIFORMES,PEDIONOMIDAE,Pedionomus,torquatus,,Pedionomus torquatus,Pedionomustorquatus,,Plains-wanderer,,,,,,EN,C2a(ii),2012,decreasing,,,,,378,Pedionomustorquatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
403,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capensis,,Phalacrocorax capensis,Phalacrocoraxcapensis,,Cape Cormorant,,,,,,EN,A2bc+3bc+4bc,2013,decreasing,,STr,"Cl,O,T",A,403,Phalacrocoraxcapensis,,1.16,1.31,,,1.16,1.31,,,,,,,,2.4,2,3,,,,22,28,,49,,,,,,,,,,,,,,,,,,,,,,,3,,,,NS,,109,,,,,,,,,,,,,,,grant,27/06/2016
409,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,featherstoni,,Phalacrocorax featherstoni,Phalacrocoraxfeatherstoni,Stictocarbo featherstoni featherstoni,Pitt Island shag,Pitt Shag,,,,,EN,C1,2012,decreasing,,Tm,Cl,A,409,Phalacrocoraxfeatherstoni,,0.645,1.33,,,0.645,1.33,,,,,,,,3,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,,,,grant,27/06/2016
415,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,neglectus,,Phalacrocorax neglectus,Phalacrocoraxneglectus,,Bank Cormorant,,,,,,EN,A2ace+3ce+4ace,2013,decreasing,,"Tm,STr","O,Cl",A,415,Phalacrocoraxneglectus,1.8,,,,1.8,,,,,,,,,,2,1,3,,,,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,132,,,,,,,,,,,,,,,grant,27/06/2016
457,PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,garnotii,,Pelecanoides garnotii,Pelecanoidesgarnotii,Pelecanoides garnoti garnoti,Peruvian Diving-petrel, Peruvian Diving Petrel, Peruvian Diving-Petrel,,,,EN,"B2ab(iii,v)",2012,decreasing,,"Tm,STr",Bu,SP,457,Pelecanoidesgarnotii,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
472,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,alba,,Pterodroma alba,Pterodromaalba,,Phoenix Petrel,,,,,,EN,A3bce+4bce,2012,decreasing,,"STr,Tr","Un,Cr",SP,472,Pterodromaalba,0.27,,,,0.27,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,83,,,,,,,,,,,,,,,grant,27/06/2016
474,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,,Pterodroma atrata,Pterodromaatrata,,Henderson Petrel,,,,,,EN,B2ab(v),2012,decreasing,,STr,,SP,474,Pterodromaatrata,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
475,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,axillaris,,Pterodroma axillaris,Pterodromaaxillaris,,Chatham Petrel, Chatham Islands Petrel, Chatham Island Petrel,,,,EN,A2bde+4bde,2013,increasing,,Tm,Sl,SP,475,Pterodromaaxillaris,0.2,,,,0.2,,,,,,,,,,1,,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,71,,,,,,,,,,,,,grant,27/06/2016
476,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,baraui,,Pterodroma baraui,Pterodromabaraui,,Barau's Petrel,,,,,,EN,"B2ab(iii,v)",2012,decreasing,,"STr, Tr",Bu,SP,476,Pterodromabaraui,0.4,,,,0.4,,,,,,,,,,1,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,grant,27/06/2016
478,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cahow,,Pterodroma cahow,Pterodromacahow,,Bermuda Petrel, Cahow,,,,,EN,D,2012,increasing,,STr,"Bu,Cr",SP,478,Pterodromacahow,,,,,,,,,,,,,,,1,,,,,52,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,89,,,,,,,,,,,,,,,grant,27/06/2016
487,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hasitata,,Pterodroma hasitata,Pterodromahasitata,,Black-capped Petrel,,,,,,EN,"B2ab(i,ii,iii,iv,v)",2012,decreasing,100?Haiti,STr,,SP,487,Pterodromahasitata,,,,,,,,,,,,,,,1,,,,,,51,54,,,90,100,,,,,,,,,,,,,,,,,,,,,,,,,OS,,95,,,,,,,,,,,,,,,grant,27/06/2016
490,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,incerta,,Pterodroma incerta,Pterodromaincerta,,Atlantic Petrel,,,,,,EN,B2ab(v),2012,decreasing,,Tm,,SP,490,Pterodromaincerta,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS?,,100,,,,,,,,,,,,,,,grant,27/06/2016
496,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,madeira,,Pterodroma madeira,Pterodromamadeira,,Zino's Petrel, Freira, Madeira Petrel,,,,EN,D,2012,stable,,STr,,SP,496,Pterodromamadeira,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
510,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bannermani,,Puffinus bannermani,Puffinusbannermani,,Bannerman's Shearwater,,,,,,EN,B2ab(v),2014,decreasing,,,,,510,Puffinusbannermani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
515,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,huttoni,,Puffinus huttoni,Puffinushuttoni,,Hutton's Shearwater,,,,,,EN,"B2ab(ii,iii)",2012,stable,"106,000",STr,"Sl, Bu",SP,515,Puffinushuttoni,0.37,,,,0.37,,,,,,,,,,1,,,,,51,50,60,,80,,,,46.5,57,85,,,,,,,,,,,,,,,,,,4,6,,"NS,OS",,,72,78,,,,,,93,,,,,,,grant,27/06/2016
519,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,newelli,,Puffinus newelli,Puffinusnewelli,,Newell's Shearwater, Newell's Shearwater,,,,,EN,A2bce+3bce+4bce,2013,decreasing,,Tr,"Bu,Cr",SP,519,Puffinusnewelli,0.39,0.34,0.43,,0.39,0.34,0.43,,,,,,,,1,,,,,,47,66,,,,,,,,,,,,,,0,,,,,,,,,,,,4,7,,OS,,,,,,,,,,90,,,,,,,grant,27/06/2016
534,CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,australis,,Rostratula australis,Rostratulaaustralis,,Australian Painted-snipe, Australian Painted-snipe,,,,,EN,C2a(ii),2012,decreasing,,,,,534,Rostratulaaustralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
608,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,parvirostris,,Prosobonia parvirostris,Prosoboniaparvirostris,,Tuamotu Sandpiper,,,,,,EN,"B1ab(ii,iii,iv,v)",2014,decreasing,,,,,608,Prosoboniaparvirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
613,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rochussenii,,Scolopax rochussenii,Scolopaxrochussenii,,Moluccan Woodcock, Obi Woodcock,,,,,EN,"B1ab(ii,iii,v)",2012,decreasing,,,,,613,Scolopaxrochussenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
622,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,guttifer,,Tringa guttifer,Tringaguttifer,,Spotted Greenshank, Nordmann's Greenshank, Nordmann's Greenshank,,,,EN,C2a(i),2012,decreasing,,,,,622,Tringaguttifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
637,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,moseleyi,,Eudyptes moseleyi,Eudyptesmoseleyi,,Northern Rockhopper Penguin,,,,,,EN,A2acde+3cde+4acde,2012,decreasing,,,,,637,Eudyptesmoseleyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
641,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,sclateri,,Eudyptes sclateri,Eudyptessclateri,,Erect-crested Penguin, Big-crested Penguin,,,,,EN,"A2b;B2ab(i,ii,iv,v)",2012,decreasing,,"Tm,SP",,SA,641,Eudyptessclateri,,2.8,5.4,,,3.4,6.3,,,,,,,,2,,,,149,35,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
643,SPHENISCIFORMES,SPHENISCIDAE,Megadyptes,antipodes,,Megadyptes antipodes,Megadyptesantipodes,,Yellow-eyed Penguin,,,,,,EN,"B2b(iii,v)c(iv)",2012,decreasing,,Tm,O,SA,643,Megadyptesantipodes,5.2,,,,5.2,,,,,,,,,,,1,2,,138,,39,51,,106,,,,,,,67,,,,,0,,,,6,,,,48,,,2,2,3,,NS,,,,,,,,,,87,,,,,,,grant,27/06/2016
647,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,demersus,,Spheniscus demersus,Spheniscusdemersus,,African Penguin, Jackass Penguin, Black-footed Penguin,,,,EN,A2ace+3ce+4ace,2013,decreasing,,Tm,Bu,SA,647,Spheniscusdemersus,3.1,,,,3.3,,,,,,,,,,2,,,,,38,,,,,70,80,,,,,35,,,,,0,,,,,,,,,,,3,,,,NS,,,,,,,,,,61.7,,,,,,,grant,27/06/2016
650,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,mendiculus,,Spheniscus mendiculus,Spheniscusmendiculus,,Galapagos Penguin, Galapagos Penguin,,,,,EN,A2bde;B1ab(v)c(iv)+2ab(v)c(iv);C2a(ii)b,2012,decreasing,,Tr,Bu,SA,650,Spheniscusmendiculus,1.87,,,,2.18,,,,,,,,,,2,,,,,38,,,,,60,80,,,,,,,,,,0,,,,,,,,,,,,4,5,,NS,,,,,,,,,,85,,,,,,,grant,27/06/2016
661,SULIFORMES,SULIDAE,Papasula,abbotti,,Papasula abbotti,Papasulaabbotti,Sula abbotti abbotti,Abbott's Booby,,,,,,EN,"B2ab(ii,iii,v)",2012,decreasing,,Tr,T,A,661,Papasulaabbotti,1.46,,,,1.46,,,,,,,,,,1,,,,,,56,57,,,151,168,,,,,,,,,,,180,230,,,,,,,,,,,,,OS,,,,,,30,,,+,,,,,,,,grant,27/06/2016
684,PELECANIFORMES,THRESKIORNITHIDAE,Nipponia,nippon,,Nipponia nippon,Nipponianippon,,Asian Crested Ibis, Japanese Crested Ibis, Crested Ibis,,,,EN,B1ab(iii),2013,increasing,,,,,684,Nipponianippon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
690,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,minor,,Platalea minor,Plataleaminor,,Black-faced Spoonbill,,,,,,EN,C2a(ii),2014,stable,,,,,690,Plataleaminor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
703,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,bernieri,,Threskiornis bernieri,Threskiornisbernieri,,Madagascar Sacred Ibis,,,,,,EN,C1,2013,decreasing,,,,,703,Threskiornisbernieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
711,CHARADRIIFORMES,TURNICIDAE,Turnix,hottentottus,,Turnix hottentottus,Turnixhottentottus,,Hottentot Buttonquail, Black-rumped Buttonquail,,,,,EN,C2a(i),2014,decreasing,,,,,711,Turnixhottentottus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
718,CHARADRIIFORMES,TURNICIDAE,Turnix,olivii,,Turnix olivii,Turnixolivii,Turnix olivei olivei,Buff-breasted Buttonquail, Buff-breasted Button-quail,,,,,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(ii)",2012,decreasing,,,,,718,Turnixolivii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
17,CHARADRIIFORMES,ALCIDAE,Pinguinus,impennis,,Pinguinus impennis,Pinguinusimpennis,,Great Auk,,,,,,EX,,2012,extinct,,Tm,O,SP,17,Pinguinusimpennis,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
81,PELECANIFORMES,ARDEIDAE,Ixobrychus,novaezelandiae,,Ixobrychus novaezelandiae,Ixobrychusnovaezelandiae,,New Zealand Little Bittern, New Zealand Little Bittern, New Zealand Bittern,,,,EX,,2014,,,,,,81,Ixobrychusnovaezelandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
84,PELECANIFORMES,ARDEIDAE,Nyctanassa,carcinocatactes,,Nyctanassa carcinocatactes,Nyctanassacarcinocatactes,,Bermuda Night-heron,,,,,,EX,,2014,,,,,,84,Nyctanassacarcinocatactes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
87,PELECANIFORMES,ARDEIDAE,Nycticorax,duboisi,,Nycticorax duboisi,Nycticoraxduboisi,,Reunion Night-heron, Reunion Night-Heron,,,,,EX,,2012,,,,,,87,Nycticoraxduboisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
88,PELECANIFORMES,ARDEIDAE,Nycticorax,mauritianus,,Nycticorax mauritianus,Nycticoraxmauritianus,,Mauritius Night-heron, Mauritius Night-Heron,,,,,EX,,2012,,,,,,88,Nycticoraxmauritianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
89,PELECANIFORMES,ARDEIDAE,Nycticorax,megacephalus,,Nycticorax megacephalus,Nycticoraxmegacephalus,,Rodrigues Night-heron, Rodrigues Night-Heron,,,,,EX,,2012,,,,,,89,Nycticoraxmegacephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
233,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,meadewaldoi,,Haematopus meadewaldoi,Haematopusmeadewaldoi,,Canarian Oystercatcher, Canarian Black Oystercatcher,,,,,EX,,2012,,,,,,233,Haematopusmeadewaldoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
420,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,perspicillatus,,Phalacrocorax perspicillatus,Phalacrocoraxperspicillatus,,Spectacled Cormorant,,,,,,EX,,2012,,,,,,420,Phalacrocoraxperspicillatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
437,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bifax,,Bulweria bifax,Bulweriabifax,,Small St Helena Petrel, St. Helena Bulwer's Petrel,,,,,EX,,2012,,,,,,437,Bulweriabifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
503,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,rupinarum,,Pterodroma rupinarum,Pterodromarupinarum,,Large St Helena Petrel, St Helena Gadfly Petrel,,,,,EX,,2012,,,,,,503,Pterodromarupinarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
566,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,barrierensis,,Coenocorypha barrierensis,Coenocoryphabarrierensis,,North Island Snipe,,,,,,EX,,2014,,,,,,566,Coenocoryphabarrierensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
568,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,iredalei,,Coenocorypha iredalei,Coenocoryphairedalei,,South Island Snipe,,,,,,EX,,2014,,,,,,568,Coenocoryphairedalei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
605,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,cancellata,,Prosobonia cancellata,Prosoboniacancellata,,Christmas Sandpiper,,,,,,EX,,2014,,,,,,605,Prosoboniacancellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
606,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,ellisi,,Prosobonia ellisi,Prosoboniaellisi,,Moorea Sandpiper,,,,,,EX,,2012,,,,,,606,Prosoboniaellisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
607,CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,leucoptera,,Prosobonia leucoptera,Prosobonialeucoptera,,Tahiti Sandpiper, Tahiti Sandpiper,,,,,EX,,2012,,,,,,607,Prosobonialeucoptera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
706,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,solitarius,,Threskiornis solitarius,Threskiornissolitarius,Raphus solitarius ,Reunion Ibis, Reunion Ibis, Reunion Flightless Ibis, Reunion Solitaire,,,EX,,2012,,,,,,706,Threskiornissolitarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
1,CHARADRIIFORMES,ALCIDAE,Aethia,cristatella,,Aethia cristatella,Aethiacristatella,,Crested Auklet,,,,,,LC,,2012,decreasing,,"SP,Tm",Cr,SP,1,Aethiacristatella,,0.26,0.29,,,0.26,0.29,,,,,,,,1,,,,40,33.8,29,40,,33.2,27,36,,,,,,11,13,,,0,,,,228,80,,,,,,3,,,ca,"NS,OS",,48,,,,,,,,89,,,,,,,grant,27/06/2016
2,CHARADRIIFORMES,ALCIDAE,Aethia,psittacula,,Aethia psittacula,Aethiapsittacula,Cyclorrhynchus psittacula psittacula|Cyclorrhynchus psittacula psittacula,Parakeet Auklet,,,,,,LC,,2012,decreasing,,Tm,O,SP,2,Aethiapsittacula,0.26,0.26,0.28,,,0.26,0.28,,,,,,,,1,,,,37,35,,,,35,,,,,,,10.6,,,,,0,,,,216,79,,,,,,,,,,OS,,50,,,,,,,,,,,,,,,grant,27/06/2016
3,CHARADRIIFORMES,ALCIDAE,Aethia,pusilla,,Aethia pusilla,Aethiapusilla,,Least Auklet,,,,,,LC,,2012,decreasing,,"SP,Tm",Cr,SP,3,Aethiapusilla,0.084,0.084,0.092,,,0.084,0.092,,,,,,,,1,,,,17,30.1,25,39,,28.6,,,,,,,,5.3,6,,,0,,,,81,95,,,,,,3,,,,"NS,OS",,33,,,,,,,,80.8,,,,,,,grant,27/06/2016
